Name,Weekly Salary,Base Salary,ADJ Salary,Team,year
Jay Rodriguez,0,0,0,Southampton,2014
Jos Hooiveld,0,0,0,Southampton,2014
Matt Targett,0,0,0,Southampton,2014
Francisco Junior,0,0,0,Everton,2014
Saphir Taider,0,0,0,Southampton,2014
Conor McAleny,0,0,0,Everton,2014
Conor Grant,0,0,0,Everton,2014
Bojan,0,0,0,Stoke City,2014
Sullay Kaikai,0,0,0,Crystal Palace,2014
Stuart O'Keefe,0,0,0,Crystal Palace,2014
Jamie Ness,0,0,0,Stoke City,2014
Stephen Dobbie,0,0,0,Crystal Palace,2014
Peter Ramage,0,0,0,Crystal Palace,2014
Patrick McCarthy,0,0,0,Crystal Palace,2014
Oussama Assaidi,0,0,0,Stoke City,2014
Lewis Price,0,0,0,Crystal Palace,2014
Kevin Doyle,0,0,0,Crystal Palace,2014
Jonny Williams,0,0,0,Crystal Palace,2014
Steven Nzonzi,0,0,0,Stoke City,2014
Jerome Binnom-Williams,0,0,0,Crystal Palace,2014
Thomas Sorensen,0,0,0,Stoke City,2014
Cabral,0,0,0,Sunderland,2014
Charalampos Mavrias,0,0,0,Sunderland,2014
Barry Bannan,0,0,0,Crystal Palace,2014
Andy Johnson,0,0,0,Crystal Palace,2014
Tomas Kalas,0,0,0,Chelsea,2014
Patrick Bamford,0,0,0,Chelsea,2014
Jozy Altidore,0,0,0,Sunderland,2014
Nathaniel Chalobah,0,0,0,Chelsea,2014
Max Stryjek,0,0,0,Sunderland,2014
Mikael Mandron,0,0,0,Sunderland,2014
Kenneth Omeruo,0,0,0,Chelsea,2014
Ricardo Alvarez,0,0,0,Sunderland,2014
John Obi Mikel,0,0,0,Chelsea,2014
Thomas Robson,0,0,0,Sunderland,2014
Valentin Roberge,0,0,0,Sunderland,2014
Fernando Torres,0,0,0,Chelsea,2014
Alan Tate,0,0,0,Swansea,2014
Andre Schurrle,0,0,0,Chelsea,2014
Gylfi Sigurdsson,0,0,0,Swansea,2014
Jazz Richards,0,0,0,Swansea,2014
Nene,0,0,0,West Ham,2014
Liam Shephard,0,0,0,Swansea,2014
Rory Donnelly,0,0,0,Swansea,2014
Ki Sung-Yueng,0,0,0,Swansea,2014
Tom Carroll,0,0,0,Swansea,2014
Ravel Morrison,0,0,0,West Ham,2014
Nathaniel Chalobah,0,0,0,Burnley,2014
Alex Pritchard,0,0,0,Tottenham,2014
Matthew Taylor,0,0,0,Burnley,2014
Dele Alli,0,0,0,Tottenham,2014
Dominic Ball,0,0,0,Tottenham,2014
Grant Hall,0,0,0,Tottenham,2014
Fredrik Ulvestad,0,0,0,Burnley,2014
Jordan Archer,0,0,0,Tottenham,2014
Josh Onomah,0,0,0,Tottenham,2014
Lewis Holtby,0,0,0,Tottenham,2014
Tom Carroll,0,0,0,Tottenham,2014
Younes Kaboul,0,0,0,Tottenham,2014
Matthew Lowton,0,0,0,Aston Villa,2014
Libor Kozak,0,0,0,Aston Villa,2014
Karim El Ahmadi,0,0,0,Aston Villa,2014
Joe Bennett,0,0,0,Aston Villa,2014
Donervon Daniels,0,0,0,West Bromwich,2014
Gary Gardner,0,0,0,Aston Villa,2014
Georgios Samaras,0,0,0,West Bromwich,2014
Gabriel Agbonlahor,0,0,0,Aston Villa,2014
Enda Stevens,0,0,0,Aston Villa,2014
Darren Bent,0,0,0,Aston Villa,2014
Chris Herd,0,0,0,Aston Villa,2014
Bruno Zuculini,0,0,0,Manchester City,2014
Luke Daniels,0,0,0,West Bromwich,2014
Callum Robinson,0,0,0,Aston Villa,2014
Sebastian Blanco,0,0,0,West Bromwich,2014
Silvestre Varela,0,0,0,West Bromwich,2014
Stephane Sessegnon,0,0,0,West Bromwich,2014
Tyler Roberts,0,0,0,West Bromwich,2014
Ricardo Vaz Te,0,0,0,West Ham,2014
Andreas Weimann,0,0,0,Aston Villa,2014
Wellington Silva,0,0,0,Arsenal,2014
Dan Potts,0,0,0,West Ham,2014
Nacho Monreal,0,0,0,Arsenal,2014
Lukas Podolski,0,0,0,Arsenal,2014
Joel Campbell,0,0,0,Arsenal,2014
Ignasi Miquel,0,0,0,Arsenal,2014
Sinan Bytyqi,0,0,0,Manchester City,2014
Micah Richards,0,0,0,Manchester City,2014
Matija Nastasic,0,0,0,Manchester City,2014
Anderson,0,0,0,Manchester United,2014
John Guidetti,0,0,0,Manchester City,2014
Jason Denayer,0,0,0,Manchester City,2014
Chicharito,0,0,0,Manchester United,2014
Bastian Schweinsteiger,240000,12480000,14883327,Manchester United,2015
Wayne Rooney,235000,12220000,14573257,Manchester United,2015
David de Gea,200000,10400000,12402772,Manchester United,2015
Yaya Toure,190000,9880000,11782634,Manchester City,2015
Eden Hazard,178577,9286000,11074245,Chelsea,2015
John Terry,175000,9100000,10852426,Chelsea,2015
Cesc Fabregas,164788,8569000,10219169,Chelsea,2015
David Silva,160000,8320000,9922218,Manchester City,2015
Sergio Aguero,160000,8320000,9922218,Manchester City,2015
Juan Mata,160000,8320000,9922218,Manchester United,2015
Samir Nasri,150000,7800000,9302079,Manchester City,2015
Raheem Sterling,150000,7800000,9302079,Manchester City,2015
Kevin De Bruyne,150000,7800000,9302079,Manchester City,2015
Diego Costa,150000,7800000,9302079,Chelsea,2015
Vincent Kompany,150000,7800000,9302079,Manchester City,2015
Oscar,150000,7800000,9302079,Chelsea,2015
Radamel Falcao,150000,7800000,9302079,Chelsea,2015
Mesut Ozil,140000,7280000,8681941,Arsenal,2015
Theo Walcott,140000,7280000,8681941,Arsenal,2015
Alexis Sanchez,140000,7280000,8681941,Arsenal,2015
James Milner,140000,7280000,8681941,Liverpool,2015
Alexandre Song,131423,6834000,8150052,West Ham,2015
Daniel Sturridge,130000,6760000,8061802,Liverpool,2015
Joe Hart,130000,6760000,8061802,Manchester City,2015
Memphis Depay,120000,6240000,7441663,Manchester United,2015
Nicolas Otamendi,120000,6240000,7441663,Manchester City,2015
Ashley Young,120000,6240000,7441663,Manchester United,2015
Danny Welbeck,115000,5980000,7131594,Arsenal,2015
Ander Herrera,115000,5980000,7131594,Manchester United,2015
Luke Shaw,110000,5720000,6821525,Manchester United,2015
Pablo Zabaleta,110000,5720000,6821525,Manchester City,2015
Anthony Martial,110000,5720000,6821525,Manchester United,2015
Philippe Coutinho,110000,5720000,6821525,Liverpool,2015
Aaron Ramsey,110000,5720000,6821525,Arsenal,2015
Marcos Rojo,110000,5720000,6821525,Manchester United,2015
Roberto Firmino,100000,5200000,6201386,Liverpool,2015
Morgan Schneiderlin,100000,5200000,6201386,Manchester United,2015
Fernandinho,100000,5200000,6201386,Manchester City,2015
Michael Carrick,100000,5200000,6201386,Manchester United,2015
Eliaquim Mangala,100000,5200000,6201386,Manchester City,2015
Wilfried Bony,100000,5200000,6201386,Manchester City,2015
Petr Cech,100000,5200000,6201386,Arsenal,2015
Thibaut Courtois,100000,5200000,6201386,Chelsea,2015
Fernando,100000,5200000,6201386,Manchester City,2015
Christian Benteke,100000,5200000,6201386,Liverpool,2015
Gael Clichy,95000,4940000,5891317,Manchester City,2015
Santi Cazorla,90000,4680000,5581248,Arsenal,2015
Laurent Koscielny,90000,4680000,5581248,Arsenal,2015
Willian,90000,4680000,5581248,Chelsea,2015
Marouane Fellaini,90000,4680000,5581248,Manchester United,2015
Olivier Giroud,90000,4680000,5581248,Arsenal,2015
Per Mertesacker,90000,4680000,5581248,Arsenal,2015
Yohan Cabaye,85500,4446000,5302185,Crystal Palace,2015
Antonio Valencia,85000,4420000,5271178,Manchester United,2015
Jesus Navas,85000,4420000,5271178,Manchester City,2015
Son Heung-Min,85000,4420000,5271178,Tottenham,2015
Mamadou Sakho,85000,4420000,5271178,Liverpool,2015
Gary Cahill,80000,4160000,4961109,Chelsea,2015
Hugo Lloris,80000,4160000,4961109,Tottenham,2015
Martin Demichelis,80000,4160000,4961109,Manchester City,2015
Jack Wilshere,80000,4160000,4961109,Arsenal,2015
Bacary Sagna,80000,4160000,4961109,Manchester City,2015
Fabian Delph,80000,4160000,4961109,Manchester City,2015
Jordan Henderson,80000,4160000,4961109,Liverpool,2015
Adam Lallana,80000,4160000,4961109,Liverpool,2015
Romelu Lukaku,80000,4160000,4961109,Everton,2015
Loic Remy,80000,4160000,4961109,Chelsea,2015
Erik Lamela,80000,4160000,4961109,Tottenham,2015
Toby Alderweireld,80000,4160000,4961109,Tottenham,2015
Cesar Azpilicueta,80000,4160000,4961109,Chelsea,2015
Branislav Ivanovic,80000,4160000,4961109,Chelsea,2015
Jermain Defoe,80000,4160000,4961109,Sunderland,2015
Pedro,79404,4129000,4924139,Chelsea,2015
Danny Ings,75000,3900000,4651040,Liverpool,2015
Daley Blind,75000,3900000,4651040,Manchester United,2015
Lucas Leiva,75000,3900000,4651040,Liverpool,2015
Nathaniel Clyne,75000,3900000,4651040,Liverpool,2015
Dimitri Payet,70000,3640000,4340970,West Ham,2015
Emmanuel Adebayor,70000,3640000,4340970,Crystal Palace,2015
Dejan Lovren,70000,3640000,4340970,Liverpool,2015
Kolo Toure,70000,3640000,4340970,Liverpool,2015
Martin Skrtel,70000,3640000,4340970,Liverpool,2015
Nemanja Matic,70000,3640000,4340970,Chelsea,2015
Andre Ayew,70000,3640000,4340970,Swansea,2015
Jamie Vardy,70000,3640000,4340970,Leicester,2015
Chris Smalling,70000,3640000,4340970,Manchester United,2015
Leighton Baines,70000,3640000,4340970,Everton,2015
Kevin Mirallas,70000,3640000,4340970,Everton,2015
Andy Carroll,70000,3640000,4340970,West Ham,2015
Mikel Arteta,70000,3640000,4340970,Arsenal,2015
Christian Eriksen,65000,3380000,4030901,Tottenham,2015
Sergio Romero,65000,3380000,4030901,Manchester United,2015
Xherdan Shaqiri,65000,3380000,4030901,Stoke City,2015
Alberto Moreno,65000,3380000,4030901,Liverpool,2015
Mame Diouf,65000,3380000,4030901,Stoke City,2015
Winston Reid,60000,3120000,3720832,West Ham,2015
Angelo Ogbonna,60000,3120000,3720832,West Ham,2015
Salomon Rondon,60000,3120000,3720832,West Bromwich,2015
Fabio Borini,60000,3120000,3720832,Sunderland,2015
Connor Wickham,60000,3120000,3720832,Crystal Palace,2015
Scott Dann,60000,3120000,3720832,Crystal Palace,2015
Gareth Barry,60000,3120000,3720832,Everton,2015
Georginio Wijnaldum,60000,3120000,3720832,Newcastle,2015
Fabricio Coloccini,60000,3120000,3720832,Newcastle,2015
Aleksandar Mitrovic,60000,3120000,3720832,Newcastle,2015
Adnan Januzaj,60000,3120000,3720832,Manchester United,2015
Aleksandar Kolarov,57135,2971000,3543138,Manchester City,2015
Tomas Rosicky,56000,2912000,3472776,Arsenal,2015
Juan Iturbe,55423,2882000,3436999,Bournemouth,2015
Alex Oxlade Chamberlain,55115,2866000,3417918,Arsenal,2015
Mousa Dembele,55000,2860000,3410762,Tottenham,2015
Andros Townsend,55000,2860000,3410762,Newcastle,2015
Andros Townsend,55000,2860000,3410762,Tottenham,2015
Simon Mignolet,55000,2860000,3410762,Liverpool,2015
Mathieu Flamini,55000,2860000,3410762,Arsenal,2015
Charlie Austin,55000,2860000,3410762,Southampton,2015
Bafetimbi Gomis,55000,2860000,3410762,Swansea,2015
David Ospina,55000,2860000,3410762,Arsenal,2015
Jose Enrique,55000,2860000,3410762,Liverpool,2015
Charles N'Zogbia,55000,2860000,3410762,Aston Villa,2015
Bakary Sako,55000,2860000,3410762,Crystal Palace,2015
Kyle Walker,55000,2860000,3410762,Tottenham,2015
Joe Allen,55000,2860000,3410762,Liverpool,2015
Darren Fletcher,52000,2704000,3224721,West Bromwich,2015
Adam Johnson,50000,2600000,3100693,Sunderland,2015
Pedro Obiang,50000,2600000,3100693,West Ham,2015
Yann M'Vila,50000,2600000,3100693,Sunderland,2015
Steven Pienaar,50000,2600000,3100693,Everton,2015
Tom Cleverley,50000,2600000,3100693,Everton,2015
Ben Foster,50000,2600000,3100693,West Bromwich,2015
Micah Richards,50000,2600000,3100693,Aston Villa,2015
Lee Cattermole,50000,2600000,3100693,Sunderland,2015
Mark Noble,50000,2600000,3100693,West Ham,2015
James McCarthy,50000,2600000,3100693,Everton,2015
Lukasz Fabianski,50000,2600000,3100693,Swansea,2015
Jonjo Shelvey,50000,2600000,3100693,Swansea,2015
Aaron Lennon,50000,2600000,3100693,Everton,2015
Harry Kane,50000,2600000,3100693,Tottenham,2015
Phil Jagielka,50000,2600000,3100693,Everton,2015
Gabriel Paulista,50000,2600000,3100693,Arsenal,2015
Asmir Begovic,50000,2600000,3100693,Chelsea,2015
Phil Jones,50000,2600000,3100693,Manchester United,2015
Mario Suarez,48000,2496000,2976665,Watford,2015
Gerard Deulofeu,48000,2496000,2976665,Everton,2015
John O'Shea,47000,2444000,2914651,Sunderland,2015
Jonny Evans,47000,2444000,2914651,West Bromwich,2015
Jose Fonte,47000,2444000,2914651,Southampton,2015
Kieran Gibbs,46000,2392000,2852638,Arsenal,2015
Joleon Lescott,45000,2340000,2790624,West Bromwich,2015
Hector Bellerin,45000,2340000,2790624,Arsenal,2015
Ashley Williams,45000,2340000,2790624,Swansea,2015
Matteo Darmian,45000,2340000,2790624,Manchester United,2015
Nacer Chadli,45000,2340000,2790624,Tottenham,2015
Jonas Olsson,45000,2340000,2790624,West Bromwich,2015
Emre Can,45000,2340000,2790624,Liverpool,2015
Willy Caballero,45000,2340000,2790624,Manchester City,2015
Ryan Shawcross,45000,2340000,2790624,Stoke City,2015
Philipp Wollscheid,45000,2340000,2790624,Stoke City,2015
Daryl Janmaat,45000,2340000,2790624,Newcastle,2015
Riyad Mahrez,45000,2340000,2790624,Leicester,2015
Nordin Amrabat,45000,2340000,2790624,Watford,2015
Moussa Sissoko,45000,2340000,2790624,Newcastle,2015
Joleon Lescott,45000,2340000,2790624,Aston Villa,2015
Gokhan Inler,45000,2340000,2790624,Leicester,2015
Calum Chambers,45000,2340000,2790624,Arsenal,2015
Virgil van Dijk,45000,2340000,2790624,Southampton,2015
Shane Long,45000,2340000,2790624,Southampton,2015
Sadio Mane,45000,2340000,2790624,Southampton,2015
Yannick Bolasie,45000,2340000,2790624,Crystal Palace,2015
Federico Fernandez,43000,2236000,2666596,Swansea,2015
Rickie Lambert,43000,2236000,2666596,West Bromwich,2015
Nacho Monreal,42865,2229000,2658248,Arsenal,2015
Christian Fuchs,42500,2210000,2635589,Leicester,2015
Valon Behrami,42000,2184000,2604582,Watford,2015
James Tomkins,42000,2184000,2604582,West Ham,2015
Dusan Tadic,42000,2184000,2604582,Southampton,2015
