Name,Team,Age,Position,Apps,Mins,Goals,Assists,SpG,KeyP,Drb_x,Fouled,Off,Disp,UnsTch,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_y,Blocks,AvgP,PS%,year
Emiliano Martinez,Arsenal,30,Goalkeeper,2,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.654999999999999,0.0,0.0,0.5,0.0,0.0,0.0,0.0,21.5,74.4186046511628,2016
Philipp Wollscheid,Stoke,34,Defender,2,180,0,0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,6.65,2.0,2.0,0.5,1.0,4.0,0.5,0.5,49.5,78.78787878787878,2016
Ben Foster,WBA,40,Goalkeeper,38,3420,0,0,0.0263157894736842,0.0526315789473684,0.0263157894736842,0.1052631578947368,0.0,0.0,0.0789473684210526,6.646315789473683,0.0,0.0263157894736842,0.0,0.0,0.6052631578947368,0.0263157894736842,0.0,29.44736842105263,40.21447721179624,2016
Wayne Hennessey,Crystal Palace,36,Goalkeeper,29,2610,0,0,0.0,0.1034482758620689,0.0,0.1034482758620689,0.0,0.0,0.0,6.645862068965517,0.0,0.0,0.0,0.0,0.5172413793103449,0.0344827586206896,0.0,27.89655172413793,47.21878862793572,2016
Oscar,Chelsea,31,Midfielder,9,456,0,1,1.3333333333333333,1.6666666666666667,0.1111111111111111,0.5555555555555556,0.0,0.6666666666666666,0.8888888888888888,6.645555555555555,2.4444444444444446,0.5555555555555556,0.5555555555555556,0.0,0.6666666666666666,1.5555555555555556,0.1111111111111111,27.33333333333333,84.14634146341463,2016
Salomon Rondon,WBA,33,Forward,38,2896,8,2,2.5,0.6842105263157895,0.7105263157894737,1.5526315789473684,0.7631578947368421,2.763157894736842,2.526315789473684,6.645000000000002,0.4473684210526316,0.1842105263157894,1.0789473684210529,0.0,1.0789473684210529,0.4473684210526316,0.0526315789473684,19.026315789473685,66.1134163208852,2016
Axel Tuanzebe,Man Utd,25,Defender,4,305,0,0,0.5,0.25,0.25,1.0,0.0,0.25,0.25,6.640000000000001,2.25,1.75,1.5,0.5,2.0,1.0,0.0,35.75,91.6083916083916,2016
Nordin Amrabat,Watford,36,Forward,29,2101,0,3,1.0,1.0344827586206895,2.103448275862069,1.2413793103448276,0.0689655172413793,1.9310344827586208,1.2413793103448276,6.639655172413793,1.5517241379310345,0.8275862068965517,1.6206896551724137,0.0,0.3793103448275862,1.137931034482759,0.1034482758620689,23.27586206896552,75.25925925925925,2016
Didier Ndong,Sunderland,29,Midfielder,31,2519,1,0,0.5161290322580645,0.5161290322580645,0.7096774193548387,0.9032258064516128,0.1290322580645161,1.1612903225806452,1.5806451612903225,6.639354838709676,2.6451612903225805,1.6129032258064515,1.1935483870967742,0.0,1.1612903225806452,1.3548387096774193,0.2580645161290322,32.54838709677419,83.15163528245787,2016
Jonathan Walters,Stoke,39,Forward,23,1296,4,2,1.0869565217391304,0.5217391304347826,0.3478260869565217,1.0,0.5217391304347826,1.0434782608695652,1.0434782608695652,6.635217391304347,0.3478260869565217,0.1739130434782608,0.5652173913043478,0.0434782608695652,1.1304347826086956,0.1739130434782608,0.1739130434782608,14.391304347826088,57.09969788519638,2016
Stefano Okaka,Watford,34,Forward,19,955,4,0,1.4210526315789471,0.7368421052631579,1.2105263157894737,1.2105263157894737,0.5789473684210527,1.368421052631579,2.3157894736842106,6.634736842105262,0.631578947368421,0.0526315789473684,1.5789473684210529,0.0,0.5263157894736842,0.4210526315789473,0.0526315789473684,12.105263157894736,66.95652173913044,2016
Mame Diouf,Stoke,35,Forward,27,1382,1,2,0.7407407407407407,0.3703703703703703,0.5555555555555556,0.8518518518518519,0.3703703703703703,0.7037037037037037,1.0740740740740742,6.632592592592594,1.2962962962962965,0.6666666666666666,1.037037037037037,0.0,1.3703703703703705,0.4444444444444444,0.1111111111111111,13.444444444444445,64.18732782369146,2016
Ryan Allsop,Bournemouth,31,Goalkeeper,1,90,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,38.46153846153847,2016
Vito Mannone,Sunderland,35,Goalkeeper,9,810,0,0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,6.626666666666667,0.0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,27.11111111111111,40.98360655737705,2016
Marten de Roon,Middlesbrough,32,Midfielder,33,2777,4,0,0.8787878787878788,0.3333333333333333,0.1515151515151515,0.696969696969697,0.0909090909090909,0.6363636363636364,0.8484848484848485,6.626060606060605,2.212121212121212,1.303030303030303,2.0,0.0303030303030303,1.93939393939394,2.1818181818181817,0.2727272727272727,40.06060606060606,79.19818456883509,2016
Sebastian Prodl,Watford,36,Defender,33,2775,1,1,0.6666666666666666,0.303030303030303,0.0606060606060606,0.7272727272727273,0.0,0.0303030303030303,0.1515151515151515,6.623939393939393,1.0909090909090908,1.5757575757575757,1.3333333333333333,0.6666666666666666,5.545454545454546,0.3333333333333333,0.9696969696969696,32.42424242424242,76.35514018691589,2016
Emilio Nsue,Middlesbrough,33,Defender,4,322,0,0,0.5,0.5,0.25,1.0,0.0,0.75,0.5,6.6225000000000005,0.75,1.5,1.0,0.25,4.25,0.25,0.25,39.0,82.6923076923077,2016
Jack Rodwell,Sunderland,32,Midfielder,20,1493,0,1,0.95,0.4,0.45,0.6,0.05,0.45,0.15,6.6215,1.9,0.95,1.15,0.05,2.6,0.6,0.4,28.6,78.14685314685315,2016
Craig Cathcart,Watford,34,Defender,15,1162,0,1,0.2,0.2666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0,0.2,6.620666666666667,1.5333333333333334,1.2,0.8666666666666667,0.4666666666666667,3.466666666666667,0.4666666666666667,0.9333333333333332,24.266666666666666,75.54945054945054,2016
Roberto Pereyra,Watford,32,Midfielder,13,1040,2,2,0.6923076923076923,1.1538461538461535,0.9230769230769232,1.3846153846153846,0.1538461538461538,1.7692307692307692,1.6153846153846154,6.62,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,0.2307692307692307,0.8461538461538461,0.0,32.30769230769231,83.57142857142857,2016
Ashley Barnes,Burnley,33,Forward,28,1779,6,2,1.6071428571428572,0.75,0.1785714285714285,2.6785714285714284,0.75,1.6071428571428572,2.071428571428572,6.619285714285714,0.7857142857142857,0.1428571428571428,1.8928571428571428,0.0,0.8928571428571429,0.5,0.2857142857142857,16.0,54.91071428571429,2016
Michael Dawson,Hull,39,Defender,22,1721,3,0,0.5454545454545454,0.1818181818181818,0.1363636363636363,0.2727272727272727,0.0454545454545454,0.0454545454545454,0.2727272727272727,6.61681818181818,0.6818181818181818,1.3636363636363635,0.5909090909090909,0.2727272727272727,5.954545454545454,0.2272727272727272,1.4545454545454546,29.863636363636363,81.27853881278538,2016
Adam Forshaw,Middlesbrough,31,Midfielder,34,2700,0,1,0.8235294117647058,0.8235294117647058,0.6470588235294118,0.9411764705882352,0.0294117647058823,1.0,0.9705882352941176,6.612941176470589,1.8235294117647056,1.0588235294117647,0.9705882352941176,0.0,0.6470588235294118,1.5,0.1176470588235294,39.794117647058826,88.32224685883222,2016
Andy King,Leicester,34,Midfielder,23,1445,1,0,0.6086956521739131,0.2608695652173913,0.1739130434782608,0.7391304347826086,0.0434782608695652,0.391304347826087,0.6521739130434783,6.611304347826086,1.6521739130434785,1.173913043478261,0.782608695652174,0.0,1.391304347826087,0.8695652173913043,0.5217391304347826,28.0,79.19254658385093,2016
Wilfried Bony,Stoke,34,Forward,10,690,2,0,2.1,0.7,0.9,1.2,0.2,2.2,2.7,6.608,0.4,0.3,1.1,0.0,1.0,0.2,0.1,21.2,67.45283018867924,2016
Jack Cork,Swansea,34,Midfielder,30,2233,0,0,0.6,0.4333333333333333,0.7666666666666667,1.0666666666666669,0.0333333333333333,1.3333333333333333,0.9333333333333332,6.605000000000001,1.9666666666666663,1.8666666666666667,0.8333333333333334,0.0333333333333333,1.6333333333333333,1.5,0.2666666666666666,42.833333333333336,83.57976653696498,2016
George Boyd,Burnley,37,Midfielder,36,2845,2,1,0.9722222222222222,0.4444444444444444,0.5277777777777778,0.75,0.2222222222222222,0.8611111111111112,1.3055555555555556,6.604444444444443,2.388888888888889,0.9444444444444444,0.8611111111111112,0.0277777777777777,0.9722222222222222,1.5555555555555556,0.1944444444444444,15.27777777777778,73.0909090909091,2016
Darren Randolph,West Ham,36,Goalkeeper,22,1980,0,0,0.0,0.0,0.0454545454545454,0.0909090909090909,0.0,0.0,0.0,6.60409090909091,0.0,0.0454545454545454,0.0,0.0,0.5909090909090909,0.0,0.0,28.40909090909091,50.72,2016
Donald Love,Sunderland,28,Defender,12,607,0,1,0.1666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.0,0.1666666666666666,0.5,6.601666666666666,1.6666666666666667,1.1666666666666667,0.75,0.0833333333333333,2.0,0.6666666666666666,0.5833333333333334,17.916666666666668,67.90697674418604,2016
Cristhian Stuani,Middlesbrough,36,Forward,23,1362,4,0,0.9130434782608696,0.3043478260869565,0.5217391304347826,1.2608695652173914,0.1739130434782608,1.565217391304348,1.2608695652173914,6.601304347826086,1.5217391304347827,0.4347826086956521,0.9130434782608696,0.0,0.6521739130434783,1.0869565217391304,0.1304347826086956,16.652173913043477,67.88511749347258,2016
Scott McTominay,Man Utd,26,Midfielder,2,96,0,0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,6.6,0.0,1.0,1.0,0.0,1.5,0.0,0.5,28.5,91.2280701754386,2016
Nolito,Man City,36,Forward,19,779,4,2,1.6842105263157894,0.6842105263157895,0.5263157894736842,0.4736842105263157,0.2105263157894736,0.7368421052631579,0.7368421052631579,6.59842105263158,0.7894736842105263,0.3157894736842105,0.9473684210526316,0.0,0.2105263157894736,0.7368421052631579,0.0,20.526315789473685,82.05128205128204,2016
Glenn Whelan,Stoke,39,Midfielder,30,2278,0,1,0.2,0.7,0.3,0.7,0.0,0.5666666666666667,0.6666666666666666,6.595666666666665,1.5,1.2333333333333334,0.6,0.1,1.5333333333333334,1.3,0.6666666666666666,46.96666666666667,84.52803406671399,2016
James McCarthy,Everton,32,Midfielder,12,614,1,1,0.5,0.4166666666666667,0.4166666666666667,0.6666666666666666,0.0,0.3333333333333333,0.8333333333333334,6.5858333333333325,1.5833333333333333,0.8333333333333334,0.8333333333333334,0.0,0.6666666666666666,0.6666666666666666,0.25,20.58333333333333,75.7085020242915,2016
Marc Wilson,WBA,36,Defender,4,256,0,0,0.25,0.5,0.75,0.5,0.0,0.25,0.25,6.585,0.75,1.5,1.25,0.25,4.75,0.0,0.75,18.75,68.0,2016
Andre Ayew,West Ham,33,Forward,25,1442,6,3,1.36,0.6,0.52,1.08,0.2,0.88,0.88,6.584800000000001,0.68,0.4,0.56,0.0,0.4,0.44,0.0,17.24,79.11832946635731,2016
Marcus Rashford,Man Utd,25,Forward,32,1703,5,1,1.375,0.65625,1.21875,1.0,0.34375,1.15625,1.5,6.5840625,0.5,0.375,0.5,0.0,0.1875,0.25,0.0,17.0,78.67647058823529,2016
Angel Rangel,Swansea,40,Defender,18,823,1,0,0.2777777777777778,0.3888888888888889,0.2222222222222222,0.4444444444444444,0.0555555555555555,0.1111111111111111,0.4444444444444444,6.583888888888889,1.8333333333333333,1.3888888888888888,0.5555555555555556,0.1666666666666666,1.7222222222222223,0.5555555555555556,0.1666666666666666,30.22222222222222,84.92647058823529,2016
Johann Gudmundsson,Burnley,32,Midfielder,20,997,1,2,0.85,0.75,0.3,0.45,0.05,0.6,0.6,6.583500000000001,1.0,0.85,0.2,0.0,0.95,0.4,0.2,14.8,69.5945945945946,2016
Jermain Defoe,Sunderland,40,Forward,37,3323,15,2,2.675675675675676,0.5405405405405406,0.7297297297297297,0.7567567567567568,0.972972972972973,1.054054054054054,1.7027027027027026,6.581891891891891,0.5135135135135135,0.081081081081081,0.6486486486486487,0.0,0.054054054054054,0.3243243243243243,0.054054054054054,12.297297297297296,79.34065934065934,2016
Ahmed El Mohamady,Hull,35,Defender,33,2520,0,2,0.2727272727272727,0.7878787878787878,0.3333333333333333,0.3939393939393939,0.0303030303030303,0.5757575757575758,0.5454545454545454,6.579090909090909,1.2727272727272727,1.4545454545454546,0.6666666666666666,0.1515151515151515,2.757575757575758,0.6363636363636364,0.2424242424242424,41.51515151515152,77.00729927007299,2016
Jordi Amat,Swansea,31,Defender,17,1408,0,0,0.4117647058823529,0.1176470588235294,0.2941176470588235,0.2941176470588235,0.0,0.1176470588235294,0.1176470588235294,6.578823529411764,2.117647058823529,1.7058823529411764,1.5294117647058822,0.8235294117647058,6.411764705882353,0.5882352941176471,0.8823529411764706,38.70588235294117,85.71428571428571,2016
Kamil Grosicki,Hull,35,Midfielder,15,1147,0,3,1.933333333333333,1.5333333333333334,1.1333333333333333,0.3333333333333333,0.4,1.1333333333333333,1.4666666666666666,6.577333333333333,0.4,0.8,0.8,0.0,0.6666666666666666,0.4666666666666667,0.0,20.53333333333333,72.07792207792207,2016
Dan Gosling,Bournemouth,33,Midfielder,27,1358,2,0,0.5925925925925926,0.3703703703703703,0.5555555555555556,1.148148148148148,0.037037037037037,0.7407407407407407,0.8518518518518519,6.574814814814814,1.8888888888888888,1.1111111111111112,0.925925925925926,0.0,0.6666666666666666,1.3333333333333333,0.1481481481481481,30.55555555555556,84.60606060606061,2016
Bojan,Stoke,33,Forward,9,475,3,0,1.1111111111111112,0.4444444444444444,0.8888888888888888,1.1111111111111112,0.0,0.7777777777777778,1.3333333333333333,6.5744444444444445,0.8888888888888888,0.3333333333333333,0.4444444444444444,0.0,0.5555555555555556,1.2222222222222223,0.1111111111111111,20.88888888888889,83.51063829787235,2016
Andrew Surman,Bournemouth,37,Midfielder,22,1792,0,1,0.3636363636363636,0.5,0.5454545454545454,0.7727272727272727,0.0,0.4545454545454545,0.3636363636363636,6.574090909090909,0.6818181818181818,1.9090909090909087,0.7727272727272727,0.0909090909090909,1.7272727272727273,0.7727272727272727,0.1818181818181818,59.90909090909091,86.03945371775417,2016
Mark Noble,West Ham,36,Midfielder,30,2399,3,0,0.8333333333333334,0.8,0.5,1.4333333333333331,0.0,0.7,0.7,6.574000000000002,1.6666666666666667,1.2,0.9,0.0,0.3333333333333333,1.3333333333333333,0.2,47.9,86.151704940849,2016
Stewart Downing,Middlesbrough,39,Midfielder,30,2212,1,3,0.9666666666666668,0.9666666666666668,0.2333333333333333,0.4666666666666667,0.2,0.3666666666666666,0.6666666666666666,6.573333333333333,0.9333333333333332,1.0333333333333334,0.3333333333333333,0.0333333333333333,1.0666666666666669,0.3333333333333333,0.0,31.433333333333334,81.33616118769883,2016
Danny Welbeck,Arsenal,32,Forward,16,746,2,2,1.1875,0.3125,0.1875,0.5625,0.125,0.8125,1.1875,6.571875,0.5,0.375,0.4375,0.0,0.625,0.125,0.0625,12.0,83.85416666666666,2016
Filip Lesniak,Tottenham,27,Midfielder,1,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,100.0,2016
David de Gea,Man Utd,32,Goalkeeper,35,3150,0,0,0.0,0.0,0.0,0.0571428571428571,0.0,0.0,0.0,6.5691428571428565,0.0,0.0,0.0,0.0,0.3142857142857143,0.0285714285714285,0.0,24.257142857142856,59.95288574793876,2016
Rudy Gestede,Middlesbrough,34,Forward,16,525,1,0,1.0,0.6875,0.1875,0.75,0.1875,0.5,0.875,6.56875,0.375,0.125,0.5,0.0,0.5625,0.1875,0.0625,13.625,56.88073394495413,2016
Phil Bardsley,Stoke,38,Defender,15,1171,0,0,0.7333333333333333,0.6,0.2,1.0666666666666669,0.0,0.3333333333333333,0.5333333333333333,6.567333333333334,2.1333333333333333,1.8,1.6666666666666667,0.3333333333333333,1.8,0.7333333333333333,0.4,26.466666666666665,73.04785894206549,2016
Dean Marney,Burnley,39,Midfielder,21,1770,1,2,0.5714285714285714,0.238095238095238,0.1428571428571428,0.9523809523809524,0.0,0.3333333333333333,0.7142857142857143,6.566190476190475,1.7142857142857142,1.2857142857142858,1.6666666666666667,0.0,1.380952380952381,1.5714285714285714,0.7619047619047619,34.80952380952381,80.30095759233926,2016
Cuco Martina,Southampton,33,Defender,9,591,0,0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,6.565555555555556,1.2222222222222223,1.6666666666666667,0.4444444444444444,0.1111111111111111,1.7777777777777777,0.2222222222222222,0.1111111111111111,34.111111111111114,81.43322475570032,2016
Duncan Watmore,Sunderland,29,Forward,14,1030,0,2,1.1428571428571428,0.7857142857142857,1.7857142857142858,1.5714285714285714,0.2857142857142857,1.9285714285714288,2.2857142857142856,6.565,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.0,0.4285714285714285,0.9285714285714286,0.1428571428571428,13.714285714285714,66.66666666666666,2016
Manolo Gabbiadini,Southampton,31,Forward,11,731,4,0,2.636363636363636,0.5454545454545454,0.1818181818181818,0.9090909090909092,0.9090909090909092,0.4545454545454545,1.0,6.563636363636364,0.1818181818181818,0.2727272727272727,0.7272727272727273,0.0,0.9090909090909092,0.1818181818181818,0.0,10.636363636363637,70.08547008547008,2016
Fabian Delph,Man City,33,Midfielder,7,220,1,0,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.2857142857142857,0.4285714285714285,6.562857142857142,1.0,1.0,0.8571428571428571,0.0,0.5714285714285714,0.4285714285714285,0.1428571428571428,32.142857142857146,93.33333333333331,2016
Modou Barrow,Swansea,30,Midfielder,18,1149,0,2,0.8333333333333334,1.1666666666666667,1.3333333333333333,2.0,0.5555555555555556,1.5,1.6666666666666667,6.558333333333334,1.2777777777777777,0.3333333333333333,0.8333333333333334,0.0,0.3888888888888889,0.7777777777777778,0.0,16.61111111111111,75.25083612040135,2016
Damien Delaney,Crystal Palace,42,Defender,30,2009,0,2,0.1666666666666666,0.2,0.0,0.4333333333333333,0.0,0.1,0.1666666666666666,6.556666666666667,0.8333333333333334,1.2,0.8666666666666667,0.2,5.033333333333333,0.3,0.7,29.566666666666663,71.47688838782412,2016
Sam Byram,West Ham,29,Defender,18,1248,0,1,0.4444444444444444,0.3888888888888889,0.2222222222222222,0.7222222222222222,0.1111111111111111,0.4444444444444444,0.5555555555555556,6.556111111111111,1.3333333333333333,2.333333333333333,1.1666666666666667,0.0555555555555555,3.2777777777777777,0.7777777777777778,0.2222222222222222,24.166666666666668,69.88505747126436,2016
John O'Shea,Sunderland,42,Defender,28,2161,0,1,0.1071428571428571,0.0357142857142857,0.0,0.3214285714285714,0.0,0.1428571428571428,0.1785714285714285,6.556071428571427,1.0357142857142858,1.3928571428571428,0.6071428571428571,0.25,5.357142857142857,0.4642857142857143,0.6071428571428571,24.5,76.23906705539358,2016
Mike van der Hoorn,Swansea,30,Defender,8,661,1,0,0.5,0.0,0.0,1.125,0.0,0.125,0.125,6.5525,1.125,2.25,1.5,0.5,6.875,1.125,0.875,40.625,77.23076923076924,2016
Jay Fulton,Swansea,29,Midfielder,11,694,0,0,0.2727272727272727,0.2727272727272727,0.0909090909090909,1.0,0.0,0.8181818181818182,0.5454545454545454,6.551818181818181,2.8181818181818183,0.6363636363636364,1.0,0.0,1.3636363636363635,0.9090909090909092,0.3636363636363636,29.363636363636363,82.35294117647058,2016
Scott Arfield,Burnley,34,Midfielder,31,2107,1,0,1.4193548387096775,1.096774193548387,0.4838709677419355,0.5483870967741935,0.0967741935483871,0.9032258064516128,1.096774193548387,6.551290322580646,1.1612903225806452,1.064516129032258,1.1935483870967742,0.0,0.9032258064516128,1.6451612903225807,0.2258064516129032,20.0,68.87096774193549,2016
Valon Behrami,Watford,38,Midfielder,27,2038,0,0,0.2222222222222222,0.1851851851851851,0.2222222222222222,1.4814814814814814,0.0,0.5185185185185185,0.7777777777777778,6.550370370370369,2.703703703703704,1.2222222222222223,1.1111111111111112,0.074074074074074,0.8148148148148148,1.5925925925925926,0.4444444444444444,27.11111111111111,80.05464480874316,2016
Adam Federici,Bournemouth,38,Goalkeeper,2,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55,0.0,0.0,0.0,0.0,0.5,0.0,0.0,27.0,53.70370370370371,2016
Daryl Janmaat,Watford,34,Defender,27,1613,2,1,0.9629629629629628,0.4814814814814814,0.5925925925925926,0.1111111111111111,0.1851851851851851,0.5925925925925926,0.9629629629629628,6.549999999999999,1.6666666666666667,0.7407407407407407,0.6296296296296297,0.1851851851851851,1.2962962962962965,0.7407407407407407,0.1111111111111111,22.37037037037037,73.84105960264901,2016
Sofiane Feghouli,West Ham,33,Midfielder,21,1040,3,3,0.9523809523809524,0.9047619047619048,0.8095238095238095,0.8571428571428571,0.0476190476190476,0.5714285714285714,0.9523809523809524,6.547619047619049,0.8571428571428571,0.6666666666666666,0.5238095238095238,0.0476190476190476,0.3809523809523809,0.238095238095238,0.0476190476190476,18.0,71.42857142857143,2016
James McClean,WBA,34,Midfielder,34,1467,1,2,0.6764705882352942,0.5588235294117647,0.6470588235294118,0.5,0.1764705882352941,0.9117647058823528,0.6176470588235294,6.546764705882352,1.6176470588235294,0.5,0.9117647058823528,0.0,0.5588235294117647,0.9411764705882352,0.088235294117647,10.264705882352942,71.34670487106017,2016
Shaun Maloney,Hull,40,Forward,9,279,1,2,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.0,0.4444444444444444,0.1111111111111111,6.546666666666666,0.8888888888888888,0.0,0.3333333333333333,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,12.333333333333334,85.58558558558559,2016
Branislav Ivanovic,Chelsea,39,Defender,13,584,0,0,0.5384615384615384,0.2307692307692307,0.4615384615384615,0.6153846153846154,0.1538461538461538,0.0769230769230769,0.6153846153846154,6.541538461538461,0.8461538461538461,0.8461538461538461,0.6153846153846154,0.0769230769230769,1.8461538461538465,0.2307692307692307,0.1538461538461538,25.307692307692307,82.97872340425532,2016
Jason Denayer,Sunderland,28,Defender,24,1880,0,0,0.25,0.0833333333333333,0.2083333333333333,0.2916666666666667,0.0,0.375,0.5,6.533749999999999,1.4583333333333333,1.4166666666666667,0.7083333333333334,0.1666666666666666,3.333333333333333,0.6666666666666666,0.7916666666666666,24.416666666666668,80.03412969283276,2016
Mohamed Elneny,Arsenal,31,Midfielder,14,694,0,1,1.0714285714285714,0.2857142857142857,0.2142857142857142,0.3571428571428571,0.0,0.3571428571428571,0.0,6.533571428571428,1.5714285714285714,0.5,0.7142857142857143,0.0,0.3571428571428571,0.5,0.0,44.0,92.85714285714286,2016
Fabio Borini,Sunderland,32,Forward,24,1741,2,0,1.375,0.625,0.75,1.75,0.0,1.7083333333333333,1.125,6.528333333333333,0.8333333333333334,0.9583333333333334,1.125,0.0,1.125,0.9166666666666666,0.0833333333333333,21.0,74.20634920634922,2016
Connor Wickham,Crystal Palace,30,Forward,8,411,2,0,1.25,0.0,0.5,0.625,0.125,1.0,0.625,6.523750000000001,0.5,0.25,1.5,0.125,1.25,0.75,0.125,12.25,72.44897959183673,2016
Adnan Januzaj,Sunderland,28,Midfielder,25,1630,0,3,1.04,1.36,2.28,1.52,0.12,2.32,2.76,6.523599999999999,0.68,0.36,1.04,0.0,0.76,0.6,0.04,14.2,70.70422535211267,2016
James Morrison,WBA,37,Midfielder,31,1740,5,2,0.7419354838709677,0.7419354838709677,0.4838709677419355,0.5161290322580645,0.064516129032258,1.064516129032258,1.1290322580645162,6.523225806451613,0.8387096774193549,0.7419354838709677,0.6129032258064516,0.0,0.3548387096774194,0.8064516129032258,0.1290322580645161,24.64516129032258,80.6282722513089,2016
Alfred N'Diaye,Hull,33,Midfielder,15,1277,1,0,0.6666666666666666,0.2666666666666666,0.5333333333333333,0.6,0.0666666666666666,1.2666666666666666,1.2,6.5200000000000005,2.466666666666667,1.4,2.2666666666666666,0.0666666666666666,1.0666666666666669,1.6,0.4,37.46666666666667,82.56227758007117,2016
Alvaro Arbeloa,West Ham,40,Defender,3,256,0,0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,6.52,1.6666666666666667,3.0,1.6666666666666667,0.3333333333333333,2.333333333333333,1.0,0.3333333333333333,34.666666666666664,86.53846153846155,2016
Michel Vorm,Tottenham,39,Goalkeeper,5,415,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.519999999999999,0.2,0.0,0.0,0.0,0.4,0.0,0.0,26.8,75.3731343283582,2016
Maarten Stekelenburg,Everton,40,Goalkeeper,19,1684,0,0,0.0,0.0,0.0526315789473684,0.1578947368421052,0.0,0.0,0.0526315789473684,6.519473684210526,0.0,0.0,0.0,0.0,0.9473684210526316,0.0526315789473684,0.0,24.84210526315789,53.38983050847458,2016
Jesus Navas,Man City,37,Defender,24,1059,0,0,0.3333333333333333,0.8333333333333334,0.625,0.4583333333333333,0.125,0.4166666666666667,0.625,6.519166666666667,0.7916666666666666,0.9166666666666666,0.25,0.0416666666666666,0.5416666666666666,0.4583333333333333,0.0416666666666666,24.25,83.67697594501719,2016
Sam McQueen,Southampton,28,Defender,13,608,0,0,0.0769230769230769,0.1538461538461538,0.0,0.2307692307692307,0.0,0.5384615384615384,0.8461538461538461,6.517692307692307,1.2307692307692308,1.0769230769230769,0.2307692307692307,0.0769230769230769,1.9230769230769231,0.3076923076923077,0.3076923076923077,23.153846153846157,74.75083056478405,2016
Paul Robinson,Burnley,43,Goalkeeper,3,270,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,6.516666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,34.0,41.17647058823529,2016
Gerard Deulofeu,Everton,29,Forward,11,458,0,0,0.6363636363636364,0.9090909090909092,1.818181818181818,0.2727272727272727,0.9090909090909092,0.8181818181818182,1.0909090909090908,6.515454545454545,0.5454545454545454,0.3636363636363636,0.1818181818181818,0.0,0.0,1.3636363636363635,0.0,14.909090909090908,71.95121951219512,2016
Javier Manquillo,Sunderland,29,Defender,20,1428,1,0,0.15,0.2,0.75,0.65,0.25,0.9,1.15,6.514,1.55,1.2,0.7,0.25,2.5,0.3,0.25,21.15,77.77777777777779,2016
George Honeyman,Sunderland,28,Midfielder,5,233,0,0,0.4,0.4,1.2,1.6,0.4,1.6,2.0,6.506,1.8,0.8,0.8,0.0,0.2,0.4,0.0,21.6,82.4074074074074,2016
Daniel Amartey,Leicester,28,Defender,24,1666,1,1,0.5833333333333334,0.625,0.0833333333333333,0.375,0.0,0.4583333333333333,0.7916666666666666,6.505833333333334,1.7083333333333333,1.0416666666666667,1.2083333333333333,0.0416666666666666,1.375,1.25,0.2916666666666667,32.75,80.91603053435115,2016
Divock Origi,Liverpool,28,Forward,34,1460,7,3,1.1176470588235294,0.4705882352941176,0.5588235294117647,0.9117647058823528,0.3823529411764705,1.2058823529411764,2.235294117647059,6.499117647058823,0.3235294117647059,0.088235294117647,0.6470588235294118,0.0,0.0588235294117647,0.1470588235294117,0.0588235294117647,11.5,76.21483375959079,2016
Darren Fletcher,WBA,39,Midfielder,38,3235,2,3,0.5263157894736842,0.631578947368421,0.7105263157894737,0.6052631578947368,0.0263157894736842,1.0789473684210529,1.2105263157894737,6.498947368421053,1.105263157894737,1.1578947368421053,0.5789473684210527,0.0526315789473684,0.9210526315789472,0.8421052631578947,0.0526315789473684,32.1578947368421,76.67757774140753,2016
Jay Rodriguez,Southampton,34,Forward,24,885,5,2,1.375,0.2916666666666667,0.25,0.3333333333333333,0.375,0.625,0.9583333333333334,6.49625,0.25,0.0833333333333333,0.625,0.0,0.625,0.2916666666666667,0.0416666666666666,9.75,67.09401709401709,2016
