Name,Team,Age,Position,Apps,Mins,Goals,Assists,SpG,KeyP,Drb_x,Fouled,Off,Disp,UnsTch,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_y,Blocks,AvgP,PS%,year
Wayne Rooney,Man Utd,37,Forward,33,2877,12,5,2.393939393939394,1.3636363636363635,1.1515151515151516,0.7272727272727273,0.4242424242424242,1.878787878787879,1.303030303030303,7.276060606060605,1.0909090909090908,0.8787878787878788,1.0909090909090908,0.0303030303030303,1.3636363636363635,0.7272727272727273,0.1212121212121212,50.333333333333336,84.70800722456352,2014
Raheem Sterling,Liverpool,28,Forward,35,3053,7,7,2.4,2.142857142857143,2.942857142857143,2.685714285714285,0.4571428571428571,2.171428571428572,2.342857142857143,7.273428571428569,1.0571428571428572,0.4857142857142857,1.2857142857142858,0.0,0.3714285714285714,0.4285714285714285,0.0571428571428571,32.371428571428574,81.11209179170345,2014
Leroy Fer,QPR,33,Midfielder,29,2368,6,2,1.862068965517241,1.6551724137931034,2.034482758620689,1.793103448275862,0.0344827586206896,1.827586206896552,1.4482758620689655,7.272068965517241,2.0689655172413794,1.0344827586206895,1.103448275862069,0.0344827586206896,0.896551724137931,0.8620689655172413,0.1034482758620689,34.93103448275862,79.86179664363277,2014
Phil Jagielka,Everton,41,Defender,37,3286,4,0,0.4054054054054054,0.054054054054054,0.2162162162162162,0.8918918918918919,0.0,0.3243243243243243,0.3783783783783784,7.269189189189189,1.3783783783783785,1.5405405405405406,0.5135135135135135,0.6216216216216216,10.027027027027026,0.4054054054054054,1.054054054054054,53.08108108108108,87.5254582484725,2014
Jason Shackell,Burnley,39,Defender,38,3347,0,0,0.2368421052631578,0.2368421052631578,0.0526315789473684,1.263157894736842,0.0,0.0789473684210526,0.2368421052631578,7.262631578947372,0.5789473684210527,1.3157894736842106,0.6052631578947368,0.8157894736842105,11.5,0.2368421052631578,1.368421052631579,32.71052631578947,77.79565567176186,2014
Leighton Baines,Everton,38,Defender,31,2774,2,9,0.7096774193548387,2.2580645161290325,0.9032258064516128,1.5806451612903225,0.2258064516129032,0.5161290322580645,0.5483870967741935,7.262258064516129,1.7096774193548387,1.4516129032258065,0.7096774193548387,0.1612903225806451,2.838709677419355,0.4838709677419355,0.2258064516129032,49.064516129032256,83.95792241946089,2014
Marcos Rojo,Man Utd,33,Defender,22,1765,0,0,0.7272727272727273,0.4545454545454545,0.3181818181818182,0.1818181818181818,0.0454545454545454,0.1818181818181818,0.2272727272727272,7.261363636363637,2.409090909090909,2.5454545454545454,1.0909090909090908,0.4090909090909091,6.2727272727272725,0.5454545454545454,0.3181818181818182,60.18181818181818,85.49848942598187,2014
Branislav Ivanovic,Chelsea,39,Defender,38,3420,4,5,1.1578947368421053,0.9210526315789472,0.7631578947368421,0.6842105263157895,0.1052631578947368,0.631578947368421,0.5526315789473685,7.252894736842102,2.3421052631578947,0.9736842105263158,1.105263157894737,0.0789473684210526,3.5789473684210527,0.4210526315789473,0.1052631578947368,39.526315789473685,81.22503328894807,2014
Mathieu Debuchy,Arsenal,38,Defender,10,808,1,0,0.8,0.2,0.6,1.0,0.4,0.4,1.2,7.239,2.6,1.7,1.5,0.2,5.1,0.7,0.6,36.9,79.67479674796748,2014
Cesar Azpilicueta,Chelsea,34,Defender,29,2484,0,3,0.2413793103448276,0.5862068965517241,0.2758620689655172,0.4827586206896552,0.0,0.1724137931034483,0.4827586206896552,7.238965517241381,2.9655172413793105,2.0,0.6551724137931034,0.1379310344827586,3.0689655172413794,1.0689655172413792,0.4482758620689655,44.86206896551724,83.55111452728671,2014
Ashley Young,Man Utd,38,Defender,26,2068,2,5,1.1153846153846154,1.3076923076923077,1.4615384615384617,1.0384615384615383,0.0769230769230769,0.6153846153846154,0.8846153846153846,7.233076923076922,1.7307692307692308,1.5384615384615383,0.9230769230769232,0.1538461538461538,1.0384615384615383,0.3461538461538461,0.1153846153846153,33.38461538461539,80.87557603686636,2014
Antonio Valencia,Man Utd,38,Defender,32,2584,0,2,0.1875,0.8125,1.3125,0.71875,0.09375,0.34375,0.5625,7.2328125,2.96875,1.78125,1.1875,0.15625,1.5625,0.5625,0.21875,52.34375,89.49253731343283,2014
Olivier Giroud,Arsenal,36,Forward,27,1867,14,3,2.592592592592593,1.0740740740740742,0.2592592592592592,1.0740740740740742,0.4814814814814814,1.851851851851852,1.9259259259259256,7.230740740740741,1.0,0.2222222222222222,1.4444444444444444,0.037037037037037,0.8148148148148148,0.5555555555555556,0.074074074074074,28.33333333333333,67.7124183006536,2014
Danny Rose,Tottenham,33,Defender,28,2372,3,4,0.8571428571428571,0.9642857142857144,0.8571428571428571,1.821428571428572,0.1428571428571428,0.8928571428571429,0.9642857142857144,7.229642857142856,2.821428571428572,2.2142857142857144,1.75,0.1785714285714285,2.6785714285714284,0.6428571428571429,0.3214285714285714,39.392857142857146,78.5131459655485,2014
Ashley Williams,Swansea,39,Defender,37,3330,0,0,0.1891891891891892,0.1621621621621621,0.1081081081081081,0.3243243243243243,0.054054054054054,0.1081081081081081,0.1891891891891892,7.227837837837838,1.162162162162162,2.756756756756757,0.7837837837837838,0.4864864864864865,10.027027027027026,0.5135135135135135,1.0810810810810811,48.972972972972975,85.37527593818984,2014
Pablo Zabaleta,Man City,38,Defender,29,2586,1,4,0.4137931034482758,0.896551724137931,0.2068965517241379,0.4827586206896552,0.0344827586206896,0.5862068965517241,0.6896551724137931,7.225862068965518,3.655172413793104,1.9655172413793105,1.0344827586206895,0.2413793103448276,2.896551724137931,1.3793103448275863,0.2413793103448276,49.89655172413793,85.34899792674499,2014
Sebastian Coates,Sunderland,32,Defender,10,822,0,0,0.7,0.2,0.5,0.7,0.0,0.0,0.4,7.220000000000001,2.7,3.3,0.9,0.4,5.0,1.4,1.0,24.0,69.58333333333333,2014
Craig Dawson,WBA,33,Defender,29,2591,2,0,0.5517241379310345,0.1724137931034483,0.2413793103448276,0.7931034482758621,0.0344827586206896,0.2413793103448276,0.3103448275862069,7.21758620689655,1.793103448275862,1.793103448275862,0.8275862068965517,0.4827586206896552,6.413793103448276,0.5862068965517241,1.0,34.758620689655174,73.4126984126984,2014
Martin Skrtel,Liverpool,38,Defender,33,2970,1,0,0.5757575757575758,0.1515151515151515,0.0909090909090909,0.5151515151515151,0.0606060606060606,0.2121212121212121,0.1515151515151515,7.213636363636366,1.1515151515151516,1.6666666666666667,0.7272727272727273,0.6666666666666666,9.454545454545457,0.303030303030303,1.2121212121212122,52.333333333333336,90.04053271569195,2014
James Collins,West Ham,40,Defender,27,1879,0,0,0.3333333333333333,0.1851851851851851,0.0,0.2962962962962963,0.0,0.1111111111111111,0.2592592592592592,7.212592592592592,1.4074074074074074,2.037037037037037,0.6666666666666666,0.5925925925925926,10.666666666666666,0.7777777777777778,1.1111111111111112,20.59259259259259,64.92805755395683,2014
Oscar,Chelsea,31,Midfielder,28,2038,6,8,2.571428571428572,1.3214285714285714,0.6428571428571429,0.7857142857142857,0.1428571428571428,1.4642857142857142,1.1071428571428572,7.204999999999999,1.8571428571428568,0.4642857142857143,1.25,0.0357142857142857,1.1071428571428572,1.3214285714285714,0.0714285714285714,46.142857142857146,82.58513931888545,2014
Jose Fonte,Southampton,39,Defender,37,3330,0,1,0.6216216216216216,0.2972972972972973,0.1081081081081081,0.3513513513513513,0.0,0.2432432432432432,0.2972972972972973,7.204324324324326,2.108108108108108,3.216216216216216,0.7567567567567568,0.4594594594594595,5.45945945945946,0.4324324324324324,0.5945945945945946,52.891891891891895,83.54624425140521,2014
Wes Morgan,Leicester,39,Defender,37,3288,2,2,0.6756756756756757,0.1621621621621621,0.4594594594594595,0.3513513513513513,0.0,0.1891891891891892,0.4594594594594595,7.196486486486486,1.5135135135135136,2.5675675675675675,0.7837837837837838,0.945945945945946,6.891891891891892,0.081081081081081,1.2972972972972974,24.67567567567568,76.56078860898138,2014
Fernandinho,Man City,38,Midfielder,33,2273,3,3,0.7272727272727273,0.9090909090909092,1.0606060606060606,0.696969696969697,0.0,1.1515151515151516,0.4242424242424242,7.1933333333333325,2.8181818181818183,1.8484848484848484,1.8484848484848484,0.0606060606060606,1.4242424242424243,2.121212121212121,0.1818181818181818,52.45454545454545,88.50375505488157,2014
Cheikhou Kouyate,West Ham,33,Midfielder,31,2662,4,2,1.064516129032258,0.4516129032258064,0.6774193548387096,1.4516129032258065,0.032258064516129,1.032258064516129,1.2580645161290325,7.189677419354839,2.4838709677419355,1.935483870967742,1.5483870967741935,0.1290322580645161,3.290322580645161,0.8709677419354839,0.2903225806451613,28.70967741935484,78.98876404494382,2014
Daley Blind,Man Utd,33,Defender,25,2172,2,2,1.12,0.68,0.28,0.44,0.04,0.52,0.44,7.1864,2.32,3.24,1.0,0.08,2.48,1.12,0.08,63.32,87.74478837650031,2014
Chris Brunt,WBA,38,Midfielder,34,2898,2,10,0.9705882352941176,1.4705882352941178,0.5588235294117647,0.4411764705882353,0.0588235294117647,0.7647058823529411,0.7647058823529411,7.186176470588235,2.176470588235294,2.0,0.8823529411764706,0.1176470588235294,2.5,1.2941176470588236,0.088235294117647,34.61764705882353,72.55734919286321,2014
Gylfi Sigurdsson,Swansea,33,Midfielder,32,2697,7,10,2.09375,2.28125,0.96875,1.25,0.0625,1.375,1.65625,7.1846875,1.0625,1.25,0.71875,0.0,0.6875,1.75,0.1875,35.78125,84.89082969432314,2014
Hector Bellerin,Arsenal,28,Defender,20,1562,2,1,0.25,0.6,1.55,0.2,0.05,1.1,0.8,7.176,1.95,2.05,0.8,0.1,2.2,0.75,0.25,37.4,83.68983957219251,2014
James McArthur,Crystal Palace,35,Midfielder,32,2607,2,0,1.03125,0.875,0.625,1.03125,0.0625,0.6875,1.25,7.17375,2.875,2.125,1.34375,0.0,1.59375,1.5,0.75,33.59375,78.6046511627907,2014
Ahmed El Mohamady,Hull,35,Defender,38,3420,2,5,0.4210526315789473,1.6842105263157894,0.8421052631578947,1.3157894736842106,0.0526315789473684,0.9473684210526316,0.6842105263157895,7.173421052631579,1.7894736842105263,1.7105263157894737,1.0,0.1052631578947368,2.6578947368421053,0.5,0.1052631578947368,41.6578947368421,73.78395451674037,2014
John Stones,Everton,29,Defender,23,2044,1,0,0.3043478260869565,0.1739130434782608,0.9565217391304348,0.4347826086956521,0.0,0.1739130434782608,0.3478260869565217,7.172173913043477,1.391304347826087,1.5217391304347827,0.2608695652173913,0.7391304347826086,6.043478260869565,0.217391304347826,1.0869565217391304,45.130434782608695,89.49903660886321,2014
Steven Caulker,QPR,31,Defender,35,3017,1,0,0.8,0.4857142857142857,0.2285714285714285,0.2857142857142857,0.0,0.2,0.2571428571428571,7.164857142857144,1.0857142857142856,1.9714285714285715,0.4285714285714285,0.8571428571428571,9.857142857142858,0.6857142857142857,1.0285714285714285,25.142857142857142,69.0909090909091,2014
Riyad Mahrez,Leicester,32,Forward,30,2084,4,3,2.1,1.4666666666666666,2.6333333333333333,1.2666666666666666,0.0333333333333333,1.5,1.3666666666666667,7.163666666666668,1.3666666666666667,0.9666666666666668,0.9,0.0,0.1,1.5,0.1666666666666666,24.933333333333334,73.2620320855615,2014
Marouane Fellaini,Man Utd,35,Midfielder,27,1831,6,0,1.3333333333333333,0.7777777777777778,0.4814814814814814,1.1111111111111112,0.5185185185185185,1.4074074074074074,0.925925925925926,7.162962962962962,2.111111111111111,0.925925925925926,2.259259259259259,0.0,2.037037037037037,1.037037037037037,0.3703703703703703,41.25925925925926,84.73967684021544,2014
Bojan,Stoke,33,Forward,16,1209,4,1,2.0,1.625,2.75,2.0,0.0625,2.375,1.8125,7.161875,1.375,0.875,0.4375,0.0,0.125,1.3125,0.0625,34.9375,84.97316636851521,2014
Kieran Trippier,Burnley,32,Defender,38,3416,0,4,0.2894736842105263,1.6842105263157894,0.7105263157894737,1.236842105263158,0.0526315789473684,0.5,0.7631578947368421,7.151578947368421,1.921052631578948,2.1578947368421053,0.4473684210526316,0.1842105263157894,4.026315789473684,1.236842105263158,0.3421052631578947,44.28947368421053,60.66547831253713,2014
Alex Oxlade Chamberlain,Arsenal,30,Midfielder,23,1495,1,1,1.391304347826087,1.5217391304347827,3.608695652173913,0.4782608695652174,0.0434782608695652,1.2173913043478262,1.565217391304348,7.146521739130435,1.1304347826086956,1.0869565217391304,0.6086956521739131,0.0,0.2608695652173913,0.6086956521739131,0.1304347826086956,30.782608695652176,81.35593220338984,2014
Jordan Henderson,Liverpool,33,Midfielder,37,3256,6,9,1.351351351351351,1.8108108108108107,0.2702702702702703,0.5945945945945946,0.1081081081081081,0.8918918918918919,0.8108108108108109,7.144594594594596,2.2972972972972974,0.8378378378378378,0.8648648648648649,0.027027027027027,1.6756756756756757,0.7837837837837838,0.1621621621621621,58.972972972972975,82.35563703024748,2014
Jonny Evans,Man Utd,35,Defender,14,1091,0,0,0.0714285714285714,0.0714285714285714,0.4285714285714285,0.6428571428571429,0.0,0.2142857142857142,0.1428571428571428,7.132857142857143,2.2857142857142856,1.7857142857142858,0.5,0.3571428571428571,5.071428571428571,0.5,0.3571428571428571,59.785714285714285,85.06571087216248,2014
Marc Albrighton,Leicester,33,Midfielder,18,1028,2,3,0.7777777777777778,1.7222222222222223,0.7222222222222222,0.8333333333333334,0.1111111111111111,0.7222222222222222,1.1111111111111112,7.132222222222222,2.555555555555556,1.1111111111111112,0.7777777777777778,0.1111111111111111,0.8333333333333334,0.9444444444444444,0.0,19.22222222222222,58.09248554913295,2014
Marcin Wasilewski,Leicester,43,Defender,25,1991,1,1,0.48,0.24,0.04,0.48,0.0,0.12,0.16,7.1304,2.08,2.76,1.56,0.88,6.64,0.52,0.76,22.56,67.02127659574468,2014
Ciaran Clark,Aston Villa,33,Defender,25,1994,1,2,0.64,0.24,0.36,0.72,0.04,0.04,0.36,7.124799999999999,1.56,1.92,0.76,0.76,8.0,0.24,0.92,36.2,79.00552486187846,2014
Victor Wanyama,Southampton,32,Midfielder,32,2362,3,1,0.875,0.5,1.1875,1.03125,0.0,1.09375,1.0,7.123749999999999,2.90625,1.875,2.125,0.0625,1.625,1.21875,0.15625,47.3125,84.08190224570674,2014
Costel Pantilimon,Sunderland,36,Goalkeeper,28,2520,0,0,0.0,0.0,0.0,0.3928571428571428,0.0,0.0,0.0,7.116785714285716,0.1428571428571428,0.0,0.0,0.0,1.0,0.0714285714285714,0.0,30.821428571428573,47.50869061413673,2014
Jeffrey Schlupp,Leicester,30,Midfielder,32,2539,3,2,1.25,0.71875,2.0,1.5,0.03125,1.21875,1.3125,7.113124999999999,2.5,1.875,0.875,0.03125,1.90625,1.03125,0.125,22.59375,71.23098201936376,2014
Joleon Lescott,WBA,41,Defender,34,3060,1,2,0.4117647058823529,0.0588235294117647,0.3235294117647059,0.7058823529411765,0.0294117647058823,0.5,0.4117647058823529,7.110294117647059,1.6470588235294117,2.176470588235294,0.7352941176470589,0.9117647058823528,6.0,0.3529411764705882,1.088235294117647,31.08823529411765,77.1050141911069,2014
Robin van Persie,Man Utd,40,Forward,27,2114,10,2,2.814814814814815,1.0,0.7777777777777778,0.9629629629629628,0.7407407407407407,1.4814814814814814,1.1851851851851851,7.10962962962963,0.6666666666666666,0.2222222222222222,1.2592592592592593,0.0,1.148148148148148,0.2962962962962963,0.074074074074074,20.25925925925926,85.19195612431444,2014
Federico Fernandez,Swansea,34,Defender,28,2475,0,0,0.4642857142857143,0.1071428571428571,0.2142857142857142,0.8214285714285714,0.0357142857142857,0.1785714285714285,0.3214285714285714,7.10892857142857,1.9285714285714288,3.071428571428572,0.6428571428571429,0.5,6.107142857142857,1.0714285714285714,0.6071428571428571,49.25,84.5540246555475,2014
Diafra Sakho,West Ham,33,Forward,23,1761,10,2,2.869565217391304,1.0,1.0434782608695652,0.7391304347826086,1.0,1.7391304347826086,2.9565217391304346,7.108260869565218,0.8695652173913043,0.6956521739130435,1.173913043478261,0.0,0.8695652173913043,0.3478260869565217,0.0,14.91304347826087,55.68513119533528,2014
Michael Dawson,Hull,39,Defender,28,2434,1,0,0.5357142857142857,0.2142857142857142,0.0357142857142857,0.3214285714285714,0.0357142857142857,0.2142857142857142,0.1785714285714285,7.107500000000001,1.4285714285714286,1.6428571428571428,0.75,0.3571428571428571,7.821428571428571,0.6071428571428571,1.25,32.92857142857143,75.70498915401302,2014
Joey Barton,QPR,40,Midfielder,28,2351,1,3,1.25,2.071428571428572,0.6071428571428571,1.3928571428571428,0.0,1.0357142857142858,0.6785714285714286,7.102142857142856,2.9642857142857144,1.6428571428571428,1.6785714285714286,0.0357142857142857,2.4285714285714284,2.071428571428572,0.7857142857142857,48.85714285714285,73.17251461988305,2014
Ki Sung-Yueng,Swansea,34,Midfielder,33,2690,8,1,0.8484848484848485,0.7878787878787878,0.5151515151515151,1.3636363636363635,0.1212121212121212,0.7272727272727273,0.7272727272727273,7.100606060606059,1.3636363636363635,1.8484848484848484,0.8181818181818182,0.0,2.1818181818181817,0.696969696969697,0.303030303030303,51.696969696969695,89.80070339976554,2014
Jores Okore,Aston Villa,31,Defender,23,2009,1,0,0.2608695652173913,0.2608695652173913,0.4347826086956521,1.5217391304347827,0.0,0.4347826086956521,0.2608695652173913,7.096956521739132,2.217391304347826,2.869565217391304,0.9130434782608696,0.7391304347826086,6.478260869565218,0.7391304347826086,0.6956521739130435,38.82608695652174,86.22620380739082,2014
Bacary Sagna,Man City,40,Defender,9,740,0,0,0.1111111111111111,1.0,0.2222222222222222,0.4444444444444444,0.0,0.6666666666666666,0.6666666666666666,7.094444444444445,2.2222222222222223,0.6666666666666666,0.5555555555555556,0.1111111111111111,4.0,0.5555555555555556,0.4444444444444444,51.333333333333336,82.68398268398268,2014
