No,Name,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90,year
7723,John McGinn,Aston Villa,35,3099,3,3,4,1.83,1.83,5.36,12.84,8.2,0.05,0.05,0.16,0.21,0.21,0.37,0.24,2021
8239,Takumi Minamino,Liverpool,11,162,3,3,0,1.76,1.76,0.56,2.64,0.31,0.98,0.98,0.31,1.29,1.29,1.47,0.17,2021
8272,Joao Pedro,Watford,28,1619,3,3,1,4.45,4.45,2.1,9.26,4.32,0.25,0.25,0.12,0.36,0.36,0.51,0.24,2021
8300,Steven Bergwijn,Tottenham,25,518,3,3,1,3.34,3.34,0.89,4.81,0.88,0.58,0.58,0.16,0.73,0.73,0.84,0.15,2021
9679,Rico Henry,Brentford,34,2796,3,3,0,1.9,1.9,1.87,9.13,6.3,0.06,0.06,0.06,0.12,0.12,0.29,0.2,2021
76,Fabian Schar,Newcastle United,25,2167,2,2,2,0.84,0.84,1.48,3.37,2.83,0.03,0.03,0.06,0.1,0.1,0.14,0.12,2021
239,Pascal Gross,Brighton,29,2044,2,2,4,2.87,2.1,5.79,9.95,5.55,0.13,0.09,0.25,0.38,0.35,0.44,0.24,2021
343,Pierre-Emile Hoejbjerg,Tottenham,36,3202,2,2,2,2.64,2.64,2.54,24.11,20.08,0.07,0.07,0.07,0.15,0.15,0.68,0.56,2021
500,Alex Iwobi,Everton,28,2041,2,2,2,2.4,2.4,3.07,9.43,5.09,0.11,0.11,0.14,0.24,0.24,0.42,0.22,2021
534,Aaron Cresswell,West Ham,31,2734,2,2,3,0.91,0.91,3.67,10.54,9.62,0.03,0.03,0.12,0.15,0.15,0.35,0.32,2021
558,Jesse Lingard,Manchester United,16,338,2,2,0,0.77,0.77,0.46,1.54,0.41,0.21,0.21,0.12,0.33,0.33,0.41,0.11,2021
579,Nathan Ake,Manchester City,14,920,2,2,0,1.3,1.3,0.62,4.63,4.63,0.13,0.13,0.06,0.19,0.19,0.45,0.45,2021
593,Aaron Lennon,Burnley,28,1538,2,2,0,1.04,1.04,0.43,3.16,1.98,0.06,0.06,0.02,0.09,0.09,0.19,0.12,2021
605,Jordan Henderson,Liverpool,35,2616,2,2,5,1.37,1.37,4.2,18.98,15.45,0.05,0.05,0.14,0.19,0.19,0.65,0.53,2021
614,Fernandinho,Manchester City,19,943,2,2,1,1.61,1.61,1.34,6.32,5.78,0.15,0.15,0.13,0.28,0.28,0.6,0.55,2021
652,Kieran Trippier,Newcastle United,6,434,2,2,0,0.23,0.23,0.24,0.97,0.95,0.05,0.05,0.05,0.1,0.1,0.2,0.2,2021
751,N'Golo Kante,Chelsea,26,1787,2,2,4,1.76,1.76,2.2,12.66,8.98,0.09,0.09,0.11,0.2,0.2,0.64,0.45,2021
769,Jonjo Shelvey,Newcastle United,24,1987,2,2,1,0.88,0.88,1.06,3.95,2.92,0.04,0.04,0.05,0.09,0.09,0.18,0.13,2021
770,Ayoze Perez,Leicester,14,443,2,2,3,2.06,2.06,1.23,2.99,0.64,0.42,0.42,0.25,0.67,0.67,0.61,0.13,2021
772,Moussa Sissoko,Watford,36,3222,2,2,1,4.18,4.18,2.61,8.57,3.92,0.12,0.12,0.07,0.19,0.19,0.24,0.11,2021
804,Craig Dawson,West Ham,34,2760,2,2,2,2.94,2.94,1.04,5.02,4.92,0.1,0.1,0.03,0.13,0.13,0.16,0.16,2021
822,Patrick Bamford,Leeds,9,558,2,2,2,3.0,3.0,1.03,3.72,0.42,0.48,0.48,0.17,0.65,0.65,0.6,0.07,2021
842,Oriol Romeu,Southampton,36,2905,2,2,2,1.5,1.5,3.04,10.69,8.41,0.05,0.05,0.09,0.14,0.14,0.33,0.26,2021
844,Jay Rodriguez,Burnley,29,1356,2,2,2,4.86,4.86,1.9,5.37,1.04,0.32,0.32,0.13,0.45,0.45,0.36,0.07,2021
966,Alex Oxlade Chamberlain,Liverpool,17,783,2,2,1,1.18,1.18,1.27,5.64,3.54,0.14,0.14,0.15,0.28,0.28,0.65,0.41,2021
985,Mason Holgate,Everton,25,2137,2,2,1,1.66,1.66,0.1,1.57,1.52,0.07,0.07,0.0,0.07,0.07,0.07,0.06,2021
1017,Matej Vydra,Burnley,22,634,2,2,3,1.97,1.97,0.75,2.73,0.26,0.28,0.28,0.11,0.39,0.39,0.39,0.04,2021
1683,Ryan Fraser,Newcastle United,27,1476,2,2,3,2.87,2.87,2.15,6.58,2.69,0.17,0.17,0.13,0.31,0.31,0.4,0.16,2021
1726,Abdoulaye Doucoure,Everton,30,2540,2,2,4,2.65,2.65,2.42,8.23,3.84,0.09,0.09,0.09,0.18,0.18,0.29,0.14,2021
1791,Trent Alexander-Arnold,Liverpool,32,2856,2,2,12,2.19,2.19,12.69,21.09,11.99,0.07,0.07,0.4,0.47,0.47,0.66,0.38,2021
2254,Mateo Kovacic,Chelsea,25,1541,2,2,5,1.69,1.69,4.12,12.85,9.87,0.1,0.1,0.24,0.34,0.34,0.75,0.58,2021
2280,Jonny Otto,Wolverhampton Wanderers,13,1020,2,2,0,0.87,0.87,1.13,3.15,1.74,0.08,0.08,0.1,0.18,0.18,0.28,0.15,2021
2328,Thomas Partey,Arsenal,24,2045,2,2,1,3.02,3.02,0.87,9.64,8.37,0.13,0.13,0.04,0.17,0.17,0.42,0.37,2021
3293,Lucas Moura,Tottenham,34,1770,2,2,6,3.36,3.36,5.32,13.47,6.77,0.17,0.17,0.27,0.44,0.44,0.68,0.34,2021
3294,Edinson Cavani,Manchester United,15,745,2,2,1,3.73,3.73,1.25,4.9,0.64,0.45,0.45,0.15,0.6,0.6,0.59,0.08,2021
3422,Joao Moutinho,Wolverhampton Wanderers,35,2987,2,2,1,1.12,1.12,2.77,10.47,8.53,0.03,0.03,0.08,0.12,0.12,0.32,0.26,2021
3491,Romain Saiss,Wolverhampton Wanderers,31,2721,2,2,0,3.2,3.2,0.32,5.64,5.43,0.11,0.11,0.01,0.12,0.12,0.19,0.18,2021
4419,Adam Armstrong,Southampton,23,1412,2,2,2,4.24,4.24,1.62,6.22,0.79,0.27,0.27,0.1,0.37,0.37,0.4,0.05,2021
6122,Douglas Luiz,Aston Villa,34,2733,2,2,3,2.22,2.22,2.44,10.23,8.44,0.07,0.07,0.08,0.15,0.15,0.34,0.28,2021
6249,Davinson Sanchez,Tottenham,23,1618,2,2,0,2.0,2.0,0.29,7.71,7.48,0.11,0.11,0.02,0.13,0.13,0.43,0.42,2021
6441,Ferran Torres,Manchester City,4,308,2,2,1,2.51,2.51,0.02,2.43,1.18,0.73,0.73,0.01,0.74,0.74,0.71,0.34,2021
6630,Joe Willock,Newcastle United,29,2063,2,2,0,3.68,3.68,1.13,7.5,3.56,0.16,0.16,0.05,0.21,0.21,0.33,0.16,2021
6852,Matt Doherty,Tottenham,15,864,2,2,4,3.09,3.09,2.03,7.88,4.26,0.32,0.32,0.21,0.53,0.53,0.82,0.44,2021
6893,Stuart Armstrong,Southampton,25,1456,2,2,0,2.76,2.76,1.62,6.54,3.46,0.17,0.17,0.1,0.27,0.27,0.4,0.21,2021
7052,Wout Weghorst,Burnley,20,1459,2,2,3,5.4,5.4,1.85,6.14,1.18,0.33,0.33,0.11,0.45,0.45,0.38,0.07,2021
7187,Sergio Reguilon,Tottenham,25,1929,2,2,3,2.97,2.97,3.53,9.46,4.92,0.14,0.14,0.16,0.3,0.3,0.44,0.23,2021
7236,Leander Dendoncker,Wolverhampton Wanderers,30,1941,2,2,2,2.45,2.45,0.97,5.35,3.24,0.11,0.11,0.04,0.16,0.16,0.25,0.15,2021
7295,Josh Sargent,Norwich,26,1578,2,2,1,2.07,2.07,0.54,2.82,0.57,0.12,0.12,0.03,0.15,0.15,0.16,0.03,2021
7603,Marc Guehi,Crystal Palace,36,3227,2,2,1,2.49,2.49,1.2,7.82,7.78,0.07,0.07,0.03,0.1,0.1,0.22,0.22,2021
7699,Adam Webster,Brighton,22,1419,2,2,0,1.49,1.49,0.04,3.17,3.15,0.09,0.09,0.0,0.1,0.1,0.2,0.2,2021
7726,Ezri Konsa,Aston Villa,29,2494,2,2,0,1.21,1.21,0.27,4.54,4.29,0.04,0.04,0.01,0.05,0.05,0.16,0.15,2021
8291,Daniel Podence,Wolverhampton Wanderers,26,1491,2,2,3,2.0,2.0,4.25,6.18,1.55,0.12,0.12,0.26,0.38,0.38,0.37,0.09,2021
8323,Josh Brownhill,Burnley,35,2953,2,2,3,1.2,1.2,2.35,5.99,4.41,0.04,0.04,0.07,0.11,0.11,0.18,0.13,2021
8716,Luke Ayling,Leeds,26,2276,2,2,2,1.04,1.04,2.36,5.34,4.75,0.04,0.04,0.09,0.13,0.13,0.21,0.19,2021
8821,Donny van de Beek,Everton,15,545,2,2,0,1.51,1.51,0.44,2.92,1.04,0.25,0.25,0.07,0.32,0.32,0.48,0.17,2021
8934,Trincao,Wolverhampton Wanderers,28,1359,2,2,1,3.6,3.6,1.49,6.44,2.26,0.24,0.24,0.1,0.34,0.34,0.43,0.15,2021
8961,Ruben Dias,Manchester City,29,2403,2,2,4,2.54,2.54,3.16,16.94,16.12,0.09,0.09,0.12,0.21,0.21,0.63,0.6,2021
9339,Joe Gelhardt,Leeds,20,700,2,2,2,3.8,3.8,1.81,5.51,0.72,0.49,0.49,0.23,0.72,0.72,0.71,0.09,2021
9524,Anthony Elanga,Manchester United,21,1218,2,2,2,2.98,2.98,1.93,5.97,2.2,0.22,0.22,0.14,0.36,0.36,0.44,0.16,2021
9733,Nathan Collins,Burnley,19,1671,2,2,0,1.65,1.65,1.48,1.54,1.13,0.09,0.09,0.08,0.17,0.17,0.08,0.06,2021
9734,Enock Mwepu,Brighton,18,1009,2,2,4,2.0,2.0,1.58,3.61,2.08,0.18,0.18,0.14,0.32,0.32,0.32,0.19,2021
9948,Michael Olise,Crystal Palace,26,1125,2,2,5,1.49,1.49,4.96,7.79,5.31,0.12,0.12,0.4,0.52,0.52,0.62,0.42,2021
204,Granit Xhaka,Arsenal,27,2338,1,1,2,1.11,1.11,2.42,13.48,10.99,0.04,0.04,0.09,0.14,0.14,0.52,0.42,2021
229,Thiago Alcantara,Liverpool,25,1531,1,1,4,1.63,1.63,2.58,12.87,10.55,0.1,0.1,0.15,0.25,0.25,0.76,0.62,2021
462,Dan Gosling,Watford,4,167,1,1,0,0.2,0.2,0.05,0.23,0.05,0.11,0.11,0.03,0.13,0.13,0.12,0.03,2021
508,Calum Chambers,Arsenal,13,1001,1,1,0,0.27,0.27,0.18,2.58,2.41,0.02,0.02,0.02,0.04,0.04,0.23,0.22,2021
528,Angelo Ogbonna,West Ham,11,921,1,1,0,0.61,0.61,0.0,1.01,0.96,0.06,0.06,0.0,0.06,0.06,0.1,0.09,2021
530,James Tomkins,Crystal Palace,8,540,1,1,0,0.69,0.69,0.35,0.49,0.41,0.11,0.11,0.06,0.17,0.17,0.08,0.07,2021
533,Mark Noble,West Ham,11,321,1,0,0,1.52,0.0,0.02,2.26,2.24,0.43,0.0,0.01,0.43,0.01,0.63,0.63,2021
553,Anthony Martial,Manchester United,8,202,1,1,0,1.17,1.17,0.0,2.62,2.1,0.52,0.52,0.0,0.52,0.52,1.17,0.93,2021
585,Seamus Coleman,Everton,30,2663,1,1,0,1.17,1.17,0.8,5.38,3.76,0.04,0.04,0.03,0.07,0.07,0.18,0.13,2021
586,John Stones,Manchester City,14,1114,1,1,0,1.21,1.21,0.16,6.59,6.44,0.1,0.1,0.01,0.11,0.11,0.53,0.52,2021
592,Ross Barkley,Chelsea,6,169,1,1,0,1.36,1.36,0.66,3.72,2.18,0.72,0.72,0.35,1.08,1.08,1.98,1.16,2021
645,Dele Alli,Everton,21,978,1,0,0,1.53,0.77,1.13,2.96,1.54,0.14,0.07,0.1,0.24,0.17,0.27,0.14,2021
646,Christian Eriksen,Brentford,11,935,1,1,4,1.4,1.4,3.73,4.99,2.91,0.14,0.14,0.36,0.49,0.49,0.48,0.28,2021
660,Ben Davies,Tottenham,29,2542,1,1,1,2.48,2.48,0.65,13.49,12.49,0.09,0.09,0.02,0.11,0.11,0.48,0.44,2021
681,Cesar Azpilicueta,Chelsea,27,2084,1,1,2,1.26,1.26,2.08,12.79,10.71,0.05,0.05,0.09,0.14,0.14,0.55,0.46,2021
712,Jack Cork,Burnley,20,1689,1,1,0,0.73,0.73,0.19,3.68,3.42,0.04,0.04,0.01,0.05,0.05,0.2,0.18,2021
753,Marc Albrighton,Leicester,17,1113,1,1,2,0.49,0.49,1.69,4.0,2.97,0.04,0.04,0.14,0.18,0.18,0.32,0.24,2021
766,Jamaal Lascelles,Newcastle United,26,2052,1,1,0,1.34,1.34,0.23,1.45,1.45,0.06,0.06,0.01,0.07,0.07,0.06,0.06,2021
790,Nathan Redmond,Southampton,27,1829,1,1,5,1.63,1.63,4.07,7.38,3.21,0.08,0.08,0.2,0.28,0.28,0.36,0.16,2021
807,Jonny Evans,Leicester,18,1355,1,1,1,1.28,1.28,0.92,4.21,4.11,0.09,0.09,0.06,0.15,0.15,0.28,0.27,2021
813,Salomon Rondon,Everton,20,764,1,1,1,2.64,2.64,0.61,3.72,0.64,0.31,0.31,0.07,0.38,0.38,0.44,0.07,2021
839,Shane Long,Southampton,13,303,1,1,0,1.17,1.17,0.13,1.12,0.11,0.35,0.35,0.04,0.39,0.39,0.33,0.03,2021
847,Cedric Soares,Arsenal,21,1483,1,1,1,0.49,0.49,1.52,5.35,4.62,0.03,0.03,0.09,0.12,0.12,0.32,0.28,2021
884,Matt Targett,Aston Villa,33,2880,1,1,1,1.02,1.02,3.86,7.15,3.89,0.03,0.03,0.12,0.15,0.15,0.22,0.12,2021
885,Kyle Walker-Peters,Southampton,32,2631,1,1,2,1.33,1.33,3.33,9.22,6.45,0.05,0.05,0.11,0.16,0.16,0.32,0.22,2021
900,Adama Traore,Wolverhampton Wanderers,20,1047,1,1,0,2.83,2.83,1.34,4.76,0.91,0.24,0.24,0.11,0.36,0.36,0.41,0.08,2021
935,Kurt Zouma,West Ham,24,2083,1,1,0,0.81,0.81,0.08,4.45,4.32,0.04,0.04,0.0,0.04,0.04,0.19,0.19,2021
1014,Tyler Roberts,Leeds,23,938,1,1,1,2.43,2.43,1.47,4.5,0.8,0.23,0.23,0.14,0.37,0.37,0.43,0.08,2021
1024,Tyrone Mings,Aston Villa,36,3186,1,1,3,1.38,1.38,1.43,8.23,7.53,0.04,0.04,0.04,0.08,0.08,0.23,0.21,2021
1032,Kieran Dowell,Norwich,19,912,1,1,1,1.25,1.25,1.24,2.75,0.79,0.12,0.12,0.12,0.25,0.25,0.27,0.08,2021
1042,Tom Davies,Everton,6,228,1,1,0,1.01,1.01,0.0,1.23,0.42,0.4,0.4,0.0,0.4,0.4,0.48,0.17,2021
1123,Juraj Kucka,Watford,26,1928,1,1,1,2.51,2.51,1.06,6.47,4.19,0.12,0.12,0.05,0.17,0.17,0.3,0.2,2021
1652,Matthew Lowton,Burnley,25,1788,1,1,2,0.78,0.78,2.14,4.23,3.17,0.04,0.04,0.11,0.15,0.15,0.21,0.16,2021
1665,James Tarkowski,Burnley,35,3108,1,1,2,2.99,2.99,0.49,5.57,5.26,0.09,0.09,0.01,0.1,0.1,0.16,0.15,2021
1687,Harry Maguire,Manchester United,30,2518,1,1,0,2.24,2.24,0.14,7.96,7.7,0.08,0.08,0.01,0.09,0.09,0.28,0.28,2021
1719,Javier Manquillo,Newcastle United,19,1273,1,1,2,0.38,0.38,0.47,1.65,0.81,0.03,0.03,0.03,0.06,0.06,0.12,0.06,2021
1740,Paul Pogba,Manchester United,20,1371,1,1,9,2.19,2.19,3.84,7.56,3.93,0.14,0.14,0.25,0.4,0.4,0.5,0.26,2021
1746,Jeff Hendrick,Newcastle United,3,65,1,1,0,0.02,0.02,0.02,0.16,0.12,0.02,0.02,0.03,0.06,0.06,0.22,0.17,2021
1749,Rob Holding,Arsenal,15,824,1,1,0,0.56,0.56,0.0,2.17,2.17,0.06,0.06,0.0,0.06,0.06,0.24,0.24,2021
1760,Arthur Masuaku,West Ham,13,626,1,1,1,0.07,0.07,0.76,1.48,1.45,0.01,0.01,0.11,0.12,0.12,0.21,0.21,2021
2245,Raphael Varane,Manchester United,22,1823,1,1,1,0.75,0.75,0.21,5.67,5.46,0.04,0.04,0.01,0.05,0.05,0.28,0.27,2021
2379,Joao Cancelo,Manchester City,36,3233,1,1,7,4.54,4.54,6.01,26.89,21.15,0.13,0.13,0.17,0.29,0.29,0.75,0.59,2021
3303,Ricardo Pereira,Leicester,14,1000,1,1,3,0.58,0.58,1.4,5.1,4.26,0.05,0.05,0.13,0.18,0.18,0.46,0.38,2021
3729,Hassane Kamara,Watford,19,1627,1,1,0,0.16,0.16,0.66,3.06,2.69,0.01,0.01,0.04,0.05,0.05,0.17,0.15,2021
4381,Mateusz Klich,Leeds,33,2117,1,1,2,2.7,2.7,1.91,8.97,5.38,0.11,0.11,0.08,0.2,0.2,0.38,0.23,2021
4422,Ashley Barnes,Burnley,23,787,1,0,0,1.68,0.92,0.99,2.78,0.94,0.19,0.11,0.11,0.31,0.22,0.32,0.11,2021
5221,Leon Bailey,Aston Villa,18,723,1,1,2,1.49,1.49,0.68,2.51,0.67,0.19,0.19,0.08,0.27,0.27,0.31,0.08,2021
5264,Caglar Soyuncu,Leicester,28,2500,1,1,0,1.01,1.01,0.09,5.91,5.82,0.04,0.04,0.0,0.04,0.04,0.21,0.21,2021
5553,Declan Rice,West Ham,36,3175,1,1,4,1.04,1.04,1.56,15.58,14.25,0.03,0.03,0.04,0.07,0.07,0.44,0.4,2021
5560,Scott McTominay,Manchester United,30,2410,1,1,1,1.48,1.48,1.69,8.4,6.72,0.06,0.06,0.06,0.12,0.12,0.31,0.25,2021
5568,Connor Roberts,Burnley,21,1686,1,1,1,0.22,0.22,1.16,3.64,2.41,0.01,0.01,0.06,0.07,0.07,0.19,0.13,2021
5609,Yves Bissouma,Brighton,26,2134,1,1,2,1.05,1.05,0.84,8.46,6.95,0.04,0.04,0.04,0.08,0.08,0.36,0.29,2021
5612,Anwar El Ghazi,Aston Villa,11,380,1,0,1,0.98,0.22,0.26,0.61,0.31,0.23,0.05,0.06,0.29,0.11,0.14,0.07,2021
5619,Pierre Lees-Melou,Norwich,33,2293,1,1,0,1.36,1.36,1.86,5.12,3.34,0.05,0.05,0.07,0.13,0.13,0.2,0.13,2021
5656,Nicolas Pepe,Arsenal,20,646,1,1,2,3.45,3.45,1.33,5.51,1.4,0.48,0.48,0.19,0.67,0.67,0.77,0.2,2021
5962,Tanguy Ndombele,Tottenham,9,490,1,1,1,0.54,0.54,0.62,2.44,1.58,0.1,0.1,0.11,0.21,0.21,0.45,0.29,2021
6030,Zanka,Brentford,8,514,1,1,0,0.14,0.14,0.08,1.85,1.83,0.02,0.02,0.01,0.04,0.04,0.32,0.32,2021
6047,Shane Duffy,Brighton,18,1432,1,1,0,0.91,0.91,0.1,3.52,3.44,0.06,0.06,0.01,0.06,0.06,0.22,0.22,2021
6048,Lewis Dunk,Brighton,29,2574,1,1,0,1.49,1.49,0.41,6.85,6.83,0.05,0.05,0.01,0.07,0.07,0.24,0.24,2021
6062,Isaac Hayden,Newcastle United,14,1008,1,1,0,0.29,0.29,0.06,1.07,0.94,0.03,0.03,0.01,0.03,0.03,0.1,0.08,2021
6063,Jacob Murphy,Newcastle United,33,1418,1,1,2,2.59,2.59,2.39,6.97,2.76,0.16,0.16,0.15,0.32,0.32,0.44,0.18,2021
6157,Timothy Castagne,Leicester,27,2118,1,1,0,0.94,0.94,1.09,5.5,4.35,0.04,0.04,0.05,0.09,0.09,0.23,0.18,2021
6274,Andrii Yarmolenko,West Ham,19,278,1,1,0,0.77,0.77,0.21,1.63,0.79,0.25,0.25,0.07,0.32,0.32,0.53,0.26,2021
6276,Nikola Vlasic,West Ham,19,548,1,1,0,0.91,0.91,0.61,2.34,1.27,0.15,0.15,0.1,0.25,0.25,0.38,0.21,2021
6382,Pedro Neto,Wolverhampton Wanderers,13,451,1,1,1,1.64,1.64,1.5,2.93,0.77,0.33,0.33,0.3,0.62,0.62,0.59,0.15,2021
6424,Ben Johnson,West Ham,20,1402,1,1,0,0.15,0.15,0.56,4.08,3.74,0.01,0.01,0.04,0.05,0.05,0.26,0.24,2021
6456,Callum Hudson-Odoi,Chelsea,15,971,1,1,2,2.78,2.78,2.64,6.93,2.43,0.26,0.26,0.24,0.5,0.5,0.64,0.23,2021
6523,Milot Rashica,Norwich,31,2248,1,1,2,2.57,2.57,1.91,4.72,1.42,0.1,0.1,0.08,0.18,0.18,0.19,0.06,2021
6665,Curtis Jones,Liverpool,15,869,1,1,1,0.83,0.83,0.68,4.34,3.22,0.09,0.09,0.07,0.16,0.16,0.45,0.33,2021
6674,Rayan Ait-Nouri,Wolverhampton Wanderers,23,1820,1,1,2,0.55,0.55,1.65,4.46,3.48,0.03,0.03,0.08,0.11,0.11,0.22,0.17,2021
6859,Kortney Hause,Aston Villa,7,393,1,1,0,0.06,0.06,0.0,1.81,1.81,0.01,0.01,0.0,0.01,0.01,0.42,0.42,2021
7069,Saman Ghoddos,Brentford,17,499,1,1,1,0.71,0.71,1.19,3.17,1.43,0.13,0.13,0.21,0.34,0.34,0.57,0.26,2021
7078,Sean Longstaff,Newcastle United,24,1459,1,1,1,0.78,0.78,0.46,3.92,2.98,0.05,0.05,0.03,0.08,0.08,0.24,0.18,2021
7134,Marc Cucurella,Brighton,35,3102,1,1,1,0.73,0.73,2.87,11.11,9.07,0.02,0.02,0.08,0.1,0.1,0.32,0.26,2021
7218,Cristian Romero,Tottenham,22,1850,1,1,0,0.41,0.41,0.38,9.46,9.05,0.02,0.02,0.02,0.04,0.04,0.46,0.44,2021
7332,Maximilian Kilman,Wolverhampton Wanderers,30,2693,1,1,0,1.38,1.38,0.14,5.23,5.06,0.05,0.05,0.0,0.05,0.05,0.17,0.17,2021
7382,Dan Burn,Brighton,29,2465,1,1,1,1.61,1.61,1.45,2.97,2.95,0.06,0.06,0.05,0.11,0.11,0.11,0.11,2021
7420,Miguel Almiron,Newcastle United,30,1730,1,1,0,1.71,1.71,1.0,5.64,3.23,0.09,0.09,0.05,0.14,0.14,0.29,0.17,2021
7430,Emerson Royal,Tottenham,31,2296,1,1,1,2.02,2.02,2.45,12.58,9.26,0.08,0.08,0.1,0.18,0.18,0.49,0.36,2021
7470,Mathias Normann,Norwich,23,1661,1,1,2,0.84,0.84,2.29,3.41,1.41,0.05,0.05,0.12,0.17,0.17,0.18,0.08,2021
7690,Grant Hanley,Norwich,33,2899,1,1,0,1.7,1.7,0.4,3.55,3.46,0.05,0.05,0.01,0.07,0.07,0.11,0.11,2021
7693,Kenny McLean,Norwich,31,2710,1,1,0,1.92,1.92,1.09,5.81,3.87,0.06,0.06,0.04,0.1,0.1,0.19,0.13,2021
8021,Adam Idah,Norwich,17,611,1,1,1,1.93,1.93,0.46,2.4,0.51,0.28,0.28,0.07,0.35,0.35,0.35,0.08,2021
8089,Kieran Tierney,Arsenal,22,1926,1,1,3,0.61,0.61,1.25,6.73,5.27,0.03,0.03,0.06,0.09,0.09,0.31,0.25,2021
8476,Jarrad Branthwaite,Everton,6,384,1,1,0,0.6,0.6,0.0,0.06,0.06,0.14,0.14,0.0,0.14,0.14,0.02,0.02,2021
8706,Eberechi Eze,Crystal Palace,13,597,1,1,1,0.46,0.46,0.97,1.74,1.23,0.07,0.07,0.15,0.21,0.21,0.26,0.19,2021
8717,Pascal Struijk,Leeds,29,2052,1,1,0,2.3,2.3,0.43,5.54,5.03,0.1,0.1,0.02,0.12,0.12,0.24,0.22,2021
8718,Stuart Dallas,Leeds,34,2929,1,1,1,1.84,1.84,3.38,9.5,6.71,0.06,0.06,0.1,0.16,0.16,0.29,0.21,2021
8780,Joel Veltman,Brighton,34,2895,1,1,1,0.71,0.71,1.59,7.9,6.92,0.02,0.02,0.05,0.07,0.07,0.25,0.22,2021
9453,Moises Caicedo,Brighton,8,673,1,1,1,0.64,0.64,0.23,3.09,2.36,0.09,0.09,0.03,0.12,0.12,0.41,0.32,2021
9512,Tino Livramento,Southampton,28,2202,1,1,1,1.15,1.15,2.96,7.64,4.88,0.05,0.05,0.12,0.17,0.17,0.31,0.2,2021
9677,Kristoffer Ajer,Brentford,24,2012,1,1,3,1.07,1.07,2.21,5.55,3.84,0.05,0.05,0.1,0.15,0.15,0.25,0.17,2021
9678,Ethan Pinnock,Brentford,32,2701,1,1,1,1.75,1.75,1.72,6.18,4.28,0.06,0.06,0.06,0.12,0.12,0.21,0.14,2021
9685,Mads Roerslev,Brentford,21,1240,1,1,1,0.28,0.28,0.97,1.36,0.48,0.02,0.02,0.07,0.09,0.09,0.1,0.03,2021
9691,Nuno Tavares,Arsenal,22,1162,1,1,1,1.76,1.76,1.06,6.06,3.76,0.14,0.14,0.08,0.22,0.22,0.47,0.29,2021
9739,Kiernan Dewsbury-Hall,Leicester,28,2101,1,1,2,1.29,1.29,3.03,9.7,6.93,0.06,0.06,0.13,0.19,0.19,0.42,0.3,2021
9833,Andrew Omobamidele,Norwich,5,380,1,1,0,0.17,0.17,0.0,0.41,0.41,0.04,0.04,0.0,0.04,0.04,0.1,0.1,2021
9914,Shandon Baptiste,Brentford,22,909,1,1,0,0.58,0.58,0.55,2.34,1.49,0.06,0.06,0.05,0.11,0.11,0.23,0.15,2021
10291,Vitalii Mykolenko,Everton,13,1059,1,1,0,0.55,0.55,0.5,1.93,1.19,0.05,0.05,0.04,0.09,0.09,0.16,0.1,2021
62,Lukas Rupp,Norwich,19,744,0,0,0,0.47,0.47,1.3,2.55,1.52,0.06,0.06,0.16,0.21,0.21,0.31,0.18,2021
111,Jannik Vestergaard,Leicester,10,561,0,0,0,0.04,0.04,0.07,3.78,3.78,0.01,0.01,0.01,0.02,0.02,0.61,0.61,2021
181,Bernd Leno,Arsenal,4,360,0,0,0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.05,0.05,2021
200,Andreas Christensen,Chelsea,19,1499,0,0,0,0.8,0.8,0.19,8.3,8.29,0.05,0.05,0.01,0.06,0.06,0.5,0.5,2021
342,Sead Kolasinac,Arsenal,2,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
461,Matt Ritchie,Newcastle United,18,1335,0,0,2,0.37,0.37,1.96,2.96,2.41,0.02,0.02,0.13,0.16,0.16,0.2,0.16,2021
473,Danny Ward,Leicester,1,90,0,0,0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.71,0.71,2021
486,Adam Lallana,Brighton,24,1568,0,0,1,0.88,0.88,0.93,5.69,5.05,0.05,0.05,0.05,0.1,0.1,0.33,0.29,2021
489,James Milner,Liverpool,24,836,0,0,1,0.34,0.34,2.18,7.41,6.52,0.04,0.04,0.23,0.27,0.27,0.8,0.7,2021
496,Mohamed Elneny,Arsenal,14,785,0,0,2,0.16,0.16,0.4,3.17,2.86,0.02,0.02,0.05,0.06,0.06,0.36,0.33,2021
503,Theo Walcott,Southampton,9,387,0,0,0,0.86,0.86,0.02,1.19,0.33,0.2,0.2,0.01,0.21,0.21,0.28,0.08,2021
509,Wayne Hennessey,Burnley,2,180,0,0,0,0.0,0.0,0.15,0.08,0.0,0.0,0.0,0.08,0.08,0.08,0.04,0.0,2021
510,Joel Ward,Crystal Palace,28,2487,0,0,0,0.34,0.34,0.33,8.69,8.22,0.01,0.01,0.01,0.02,0.02,0.31,0.3,2021
532,Cheikhou Kouyate,Crystal Palace,27,1991,0,0,1,0.22,0.22,0.7,2.85,2.68,0.01,0.01,0.03,0.04,0.04,0.13,0.12,2021
